fval,d1,d2,d3,d4,lam,p1,p2
2.37,-0.4747639075360364,0.044825737955147923,-0.026103977605241496,-0.27908421407661366,554.7747982364849,1391.5427710254808 + 0.0im,1445.5367108878831 - 27.465658547126772im
2.78,-0.5267728606596768,0.04554520593608348,-0.057701398055088025,-0.2855108546301825,591.8434952763251,1395.6028246975739 + 0.0im,1444.7722599065303 - 37.819810177483525im
2.27,-0.3979980844628284,0.046279843756599603,-0.033303683832238,-0.41788123908334707,571.2490348738123,1371.5388087874976 + 0.0im,1449.4076967541018 - 24.414656196288373im
2.25,-0.4254117941553165,0.045637531416402845,-0.07825140059622215,-0.3985329142273863,606.0370908931684,1377.6355411062577 + 0.0im,1445.067929203137 - 25.24552569046072im
2.39,-0.43119158903145094,0.04513913370709248,-0.10428259220032321,-0.3207142620225353,592.6695556996118,1371.2111017117734 + 0.0im,1441.7638852861942 - 17.365404384957184im
2.5,-0.4458323398812655,0.04757619198286674,-0.10940547017448862,-0.29568931500822454,591.5282396932016,1373.3350879535024 + 0.0im,1439.9465441599534 - 17.136447751704136im
2.52,-0.4293207866663228,0.044232659550544055,-0.11181160203625777,-0.34552557372271897,612.4193642506586,1375.2517028595587 + 0.0im,1440.821355573294 - 18.98067706475607im
4.54,-0.44589124484732945,0.04688262270206014,-0.010595922525284712,-0.21725397386750467,569.5535166965489,1397.282960789148 + 0.0im,1433.640801965012 - 26.967565529983627im
2.6,-0.465081049110169,0.048687237674505196,-0.003605631678933935,-0.3932915313326873,551.7283645529536,1383.3495197129846 + 0.0im,1455.5303355835058 - 33.76014535480237im
2.79,-0.5318525078944462,0.04626778812131572,-0.04086718728322551,-0.3263335397602208,548.0131222919455,1379.8131652569523 + 0.0im,1457.1082262073287 - 32.005569141532284im
2.4,-0.5075281248014485,0.04411267788624001,-0.04003366776105904,-0.28934158785351627,544.4371920979664,1383.6979084699476 + 0.0im,1451.8389628803354 - 26.93447444187734im
2.37,-0.4878849486214121,0.04353760501966923,-0.04245638368319335,-0.32210596797054925,575.3695913855232,1391.5555409428782 + 0.0im,1448.2471719671453 - 32.851568756291435im
2.35,-0.4863429855257654,0.04554399057777652,-0.059108031539763614,-0.3411221640783077,568.6424773003304,1379.37843605966 + 0.0im,1450.7913018001911 - 27.952628773340045im
2.33,-0.48908389396388047,0.04808249864640492,-0.053042082700273094,-0.310909549721334,574.7642508769069,1388.9830464064453 + 0.0im,1445.401563263614 - 29.794535865000157im
2.37,-0.48497127306120785,0.045759968866992705,-0.11253034744705939,-0.2443113524533143,574.3173187623738,1374.421016152347 + 0.0im,1441.8636678860385 - 17.46686447373135im
2.66,-0.4126061841458669,0.04656151183090043,-0.015928187070910385,-0.3194790323166857,565.4038131283226,1391.779012168503 + 0.0im,1440.9546627780946 - 25.526529307695853im
2.76,-0.41204422643916205,0.04335675261354723,-0.06606767482828903,-0.324323360307842,588.574716665683,1386.5736384756876 + 0.0im,1439.1444076520174 - 21.5619372509666im
2.66,-0.4575785227698967,0.0485117402987673,-0.095033367117733,-0.3499235929500245,615.5555814141812,1384.8492994427595 + 0.0im,1439.5061377641525 - 26.09452987646853im
2.59,-0.4625245127737104,0.04713957739906589,-0.1199669798919062,-0.2915799058431048,602.1313346303675,1376.7738493576273 + 0.0im,1439.0490271884719 - 18.37326251457072im
2.38,-0.5055969080783008,0.04357420685314245,-0.06741523249097015,-0.34660532686232387,591.0584266977332,1388.637416032567 + 0.0im,1450.4427921972142 - 35.604469732994964im
2.21,-0.45654883005407576,0.04349217139729574,-0.11124412285574617,-0.34749422429074356,605.4589943025205,1371.7915353628196 + 0.0im,1445.032578683633 - 21.268664743524777im
2.73,-0.4141323058154694,0.04670179172788705,-0.07310028283335468,-0.3318142766452774,592.2853401429438,1383.8076158151334 + 0.0im,1438.6583196250126 - 20.884703186976264im
2.44,-0.47691357649690214,0.0433469096677447,-0.01937225569227484,-0.3622061552453745,574.4667017660965,1392.805031408687 + 0.0im,1452.1991978283581 - 37.96233408871235im
2.62,-0.48106654517627745,0.04514444213433572,-0.03367650309475426,-0.2669717148834576,565.791361982017,1393.9306508235552 + 0.0im,1442.8243934807313 - 28.85032618358772im
5.92,-0.4534919626153022,0.04650656024414128,-0.03096967695036386,-0.23775913668906778,568.4933380966124,1395.4933879614216 + 0.0im,1436.4262862060577 - 25.65192344908156im
2.3,-0.4584871735080229,0.044653611502530194,-0.07454338001435393,-0.27961865784836465,556.4353196623363,1373.5292663042017 + 0.0im,1445.4312700634978 - 18.750756884352402im
3.01,-0.48200746724170496,0.04549627456244353,-0.07012517532335251,-0.24830221568559546,582.4969974522656,1392.831124643044 + 0.0im,1437.8401442903464 - 25.554483177508445im
2.41,-0.40124169315716085,0.043586896327450546,-0.04908102439053427,-0.35615385883772677,580.4762694040148,1384.259062308292 + 0.0im,1442.5951198370499 - 22.657255506839835im
2.38,-0.4463155295612228,0.049208033890401605,0.03834790490107311,-0.33307884970151364,539.7239199360172,1394.0215211271125 + 0.0im,1449.6753223844971 - 32.2735448851611im
2.72,-0.4582107533636634,0.04515042270693862,-0.015559062787463322,-0.33154876578242937,578.738342506516,1395.3389881766057 + 0.0im,1444.91960218394 - 34.77910822292872im
2.27,-0.5069956137255525,0.046340773040985196,-0.05902535433541616,-0.2805301202936221,560.1842488213308,1385.4486964397847 + 0.0im,1447.524355151544 - 26.764703960249413im
2.48,-0.43611742212019666,0.04798433413899015,-0.03646953487386462,-0.28250365880196154,556.2734118119384,1387.3828871765822 + 0.0im,1441.416230014297 - 22.054571072133335im
2.29,-0.4686118746550388,0.04344045312822823,-0.04619485568529867,-0.3374071695149512,566.993418607055,1384.7226552552822 + 0.0im,1449.4180805805297 - 27.961574746206082im
2.45,-0.5172644068549289,0.04366157656077824,-0.08351278041849054,-0.3447782304219064,585.8848160462826,1379.9607607850849 + 0.0im,1452.8398739994625 - 31.852465569906723im
3.71,-0.44993996244345674,0.04694244947093318,-0.025638313977636336,-0.3460528972980977,603.8629615292655,1396.8996489371964 + 0.0im,1439.937247329859 - 38.14661294902212im
2.45,-0.43276516236714774,0.04544217575516783,-0.09329715667601679,-0.3566065825743241,607.2790067334531,1379.6595713182808 + 0.0im,1441.4353620861107 - 22.26520533654547im
2.21,-0.4839155758519355,0.04678470938771981,-0.10019906020343634,-0.3059899901897091,583.2879798236709,1372.7037858799677 + 0.0im,1445.1970162931307 - 21.617279033525158im
3.96,-0.4917953014727045,0.049523557760558286,-0.05438628888220974,-0.11267856110919997,548.3245020825054,1394.756368110583 - 1.3554192717887786e-7im,1432.7237264071828 - 19.595966604552714im
2.47,-0.4611570042493243,0.04384360582284206,-0.01860993591082142,-0.40146585982084076,579.3539424610619,1390.8162175802602 + 0.0im,1453.8596585291625 - 39.41259661273123im
6.94,-0.4693244829454582,0.04724151831636523,-0.04946843323266109,-0.21352717609158828,583.2604959455253,1396.7114917357821 - 2.2036199476756053e-7im,1432.2746061411942 - 26.306796641058494im
2.39,-0.46353003909392926,0.04708773811591906,-0.07531053167294297,-0.23316366974367264,545.0582892315769,1374.1341138870432 + 0.0im,1443.3452419257615 - 16.62295790882431im
2.26,-0.4453310143420717,0.05162040117672492,-0.05177670022818969,-0.3765190938400177,584.661448070165,1381.8030390223405 + 0.0im,1444.943325241827 - 27.97472103738849im
2.57,-0.458058007818077,0.043495471419802825,-0.1442044814801523,-0.3091675618933804,619.6146997265101,1371.2379987880765 + 0.0im,1440.4229363130057 - 16.638133707950047im
2.61,-0.4817364470493932,0.04628100715908791,-0.032492465060567716,-0.3552975714589274,549.3290149059969,1375.6282033414063 + 0.0im,1454.5158253061215 - 28.171507934477418im
2.3,-0.47713139828642775,0.04749283470171995,-0.08595722240808093,-0.253268153990683,558.6951791068268,1374.6306736466984 + 0.0im,1443.5505099591132 - 18.433826458899194im
2.29,-0.4862961948951657,0.04238759163239791,-0.046889402085571394,-0.3024382448225944,561.6206317046552,1387.4720863187451 + 0.0im,1448.7991181424827 - 27.789621135322538im
2.46,-0.510116276658961,0.047681315835204206,-0.07852668490224478,-0.34191549652756864,574.384680538019,1370.5417337390418 + 0.0im,1451.9546788218024 - 28.14646629708079im
2.53,-0.4401112819170825,0.044682324757406015,-0.10313716308136786,-0.25151670523866737,566.9300516951288,1370.328016641432 + 0.0im,1441.1068644092913 - 14.451260764634837im
2.23,-0.4723229114936335,0.04397487399281283,-0.08096325655340543,-0.3419357105729215,589.1762784287395,1381.011432763198 + 0.0im,1446.8768401217674 - 26.37437818361836im
2.38,-0.4300139780609057,0.04294340379148681,-0.08574489521394643,-0.3493491913107295,598.4798734904267,1380.6074436446067 + 0.0im,1442.6657889550575 - 22.158814859142407im
3.12,-0.47609748924022827,0.045057165018758935,-0.10825864028967935,-0.2505313651627044,597.7527310304213,1387.6656882011605 + 0.0im,1435.9120798364288 - 20.79040144831473im
2.53,-0.4032339739349267,0.04561680730231316,-0.07996278904268446,-0.2729320817697968,554.2348889792545,1363.5854340734968 + 0.0im,1442.041416878861 - 13.468847501797631im
2.23,-0.4989476927501864,0.04371098110642777,-0.12535952861480743,-0.3280969289004445,614.9791584615223,1377.64918010062 + 0.0im,1445.0582818409819 - 24.991430373129386im
2.22,-0.4894022325640231,0.045174479430535985,-0.10158764652091962,-0.3115334444119636,582.4179059390157,1370.2263035475994 + 0.0im,1447.09751022986 - 22.092612544891924im
2.34,-0.47600264958084043,0.04610895071413876,-0.03799223878206431,-0.35299607160131463,575.4242617295811,1389.045756639535 + 0.0im,1449.2565344245904 - 33.17831251206686im
5.82,-0.4281364472659519,0.04432298862856561,-0.06505574718789645,-0.38303413462760294,649.93482466395,1397.0907234276856 + 0.0im,1432.7732106789465 - 38.268074056365776im
2.31,-0.45491430219083273,0.04415773411408597,-0.056461099535114675,-0.28016980548866227,555.1982099823149,1382.0143985790903 + 0.0im,1444.7187357071007 - 20.936169649131028im
2.52,-0.4875403792838983,0.044932759424299425,-0.008572640544476776,-0.3241706667133218,568.2961615202022,1395.1881836481616 + 0.0im,1449.7500059084884 - 37.40335048714188im
2.3,-0.4987446110286552,0.0462848146544177,-0.0883204449109875,-0.2547051394048267,553.4774507285761,1368.9986080877236 + 0.0im,1446.7660627509545 - 19.282888830088492im
2.3,-0.4738205679144758,0.04657917846057229,-0.04878891240414436,-0.3325408399203989,575.4125666078944,1387.8073062764 + 0.0im,1446.6169997738173 - 29.660670621159284im
6.74,-0.4813955776971773,0.0458475035153615,-0.07542578801870782,-0.1782117379236584,582.3213447015614,1395.6461338916563 + 0.0im,1430.9472250544613 - 22.65959624649864im
2.35,-0.5046367238995256,0.04869193177652745,-0.07987666149720789,-0.30747968957565247,589.9262485451558,1387.5619361865195 + 0.0im,1443.7899102145052 - 29.678464114134616im
5.51,-0.4188416065302122,0.047107408037893095,-0.024599021911814366,-0.24322096738457064,558.0189875176867,1393.2894660536776 + 0.0im,1436.0624227667954 - 21.5976004014541im
2.33,-0.5125186691666624,0.04418005287754866,-0.07380883966043472,-0.2796772470223144,557.2144902890518,1378.2473498128784 + 0.0im,1449.6266151001248 - 24.280570246349274im
2.71,-0.4178472559526941,0.04221685137447491,-0.03987203362208503,-0.3015421568760183,571.331646807103,1390.4933536970773 + 0.0im,1440.3363264615948 - 23.248374746902446im
2.22,-0.47968352586095064,0.0438146940703461,-0.09070600547738206,-0.31553992737305614,581.9073048150641,1376.8721643658937 + 0.0im,1446.6023479088367 - 23.219446366070297im
3.28,-0.44323191658939126,0.04519246779502051,-0.09390423595512486,-0.25611026082274263,589.5603657816081,1386.9938009043453 + 0.0im,1435.149189863002 - 18.728950927199854im
2.97,-0.3580056674895298,0.04463410316776742,-0.0798594556462592,-0.40443862375822726,615.8555860278166,1377.9494621749516 + 0.0im,1438.6263720631307 - 18.480366054920243im
2.47,-0.453921449208905,0.04626744220961018,-0.04866186954660213,-0.24875782403413788,550.9548821189532,1386.2842905155928 + 0.0im,1441.7158323402764 - 20.50798177834329im
6.06,-0.4088705336274089,0.04236517935635727,-0.09938890318154675,-0.24001731416239228,592.3698212520702,1387.4034377302103 + 0.0im,1431.5794966599838 - 15.12939544290984im
2.43,-0.4753753908206739,0.048791981832154184,-0.03224754795172317,-0.29369537372414256,564.3111183478316,1391.559464918667 + 0.0im,1443.8756368065228 - 28.804490338182358im
