i,fval,d1,d2,d3,d4,lam,p11,p1,p2
542,3.29,-0.5380145554332815,0.04634382785644998,-0.044426054558491156,-0.22056964234383414,575.1102814479248,1376.3194582520039 - 36.87785711511082im,1396.72059083258 + 0.0im,1442.0662388542064 - 33.950425593534376im
543,2.69,-0.5380453731442819,0.06139213197263621,-0.06929408464691392,-0.23256625192962072,557.145878279128,1372.1283122062512 - 59.65887241833009im,1384.0808377058947 + 0.0im,1441.3414787848096 - 25.06471078996714im
544,2.72,-0.7616560026734618,0.023781993675440045,-0.15627130937006906,-0.006102211172057337,556.8185549391781,1375.505576772572 - 38.38189508870181im,1395.0551496238509 + 0.0im,1454.6754030580098 - 31.280389861331685im
545,2.69,-0.47145392687789756,0.03904788060904302,-0.038195053315895296,-0.3055714539787108,551.6520013163216,1372.5851253494177 - 56.62602345216537im,1385.5907149847667 + 0.0im,1450.4782568758526 - 25.683368315228392im
546,2.76,-0.6075064928720829,0.07362812371123811,-0.04229306130997646,-0.1239994907720866,529.2039190633227,1376.292191189686 - 50.057331776799245im,1391.5471331923302 + 0.0im,1439.7284300391582 - 26.661279363436552im
550,2.66,-0.3215630622832927,0.05606178078146031,0.040697748025896506,-0.44119579451882734,541.5890170972757,1370.5894481396576 - 63.16346591750662im,1377.8017767218387 + 0.0im,1445.586300040982 - 22.585189997107324im
551,2.87,-0.1928824218218126,0.05687469883775158,0.067768264343674,-0.5666720637195068,560.4556296402963,1366.4578389077153 - 67.10007515580098im,1369.8514853105376 + 0.0im,1442.710494095878 - 19.966494544821934im
552,3.46,-0.8110048579682974,0.0741578886800722,-0.2234208043019154,0.09344670025099305,568.3043444602249,1371.1710760993153 - 56.73539820668496im,1387.2161350283518 + 0.0im,1430.7872447602178 - 21.482753863128206im
553,3.13,-0.6882972258032305,0.039623021126285,-0.13803356868901515,-0.11372050018589469,539.5083052659576,1373.1970629389689 - 61.106250159805086im,1377.5716964302105 + 0.0im,1454.757958918504 - 24.912984947774778im
556,2.61,-0.9023155149959112,0.05672622889251965,-0.23076948817708165,0.1094272739279536,555.8116200809274,1375.082234112763 - 54.685955041692885im,1388.8847543078307 + 0.0im,1444.8741224465973 - 29.628297258229164im
557,3.46,-0.40808826923241465,0.04378168145489725,0.0008477063270525276,-0.39920848994184605,598.0154611780583,1375.9974265988162 - 42.1257373486858im,1396.5446079151238 + 0.0im,1443.9252596877336 - 39.011439553261795im
559,2.73,-0.6182999956924833,0.05635733783018497,-0.09266405238138045,-0.2404177347675417,580.6848209912348,1375.2995477937159 - 56.819547656762715im,1390.8585838567499 + 0.0im,1446.8075548556176 - 38.7554347686176im
560,2.71,-0.5127102222330352,0.06862978093852301,-0.02622777193440426,-0.356797389473483,565.2408207495312,1374.0370380262896 - 64.69445720399997im,1383.9991193186374 + 0.0im,1445.2379060282592 - 35.88000596636521im
565,5.99,-1.062262343204671,0.04406584483173088,-0.3335603503552882,0.38286676290983196,567.0216317108959,1373.894771417939 - 37.687204423148046im,1395.9657764924557 + 0.0im,1436.393729144087 - 25.407504413935637im
566,3.08,-0.6731929622804511,0.03886406576112229,-0.08797541077494461,-0.17861955844209562,545.886229888049,1377.2171224033457 - 52.26270310454975im,1389.9511520723065 + 0.0im,1460.8148400448408 - 36.45301500860107im
569,3.01,-0.21410164271399812,0.024862679474076797,0.09681506402197437,-0.5985808631980476,548.6422044781284,1371.63678666231 - 58.56937497807941im,1385.3367555739353 + 0.0im,1460.403095223506 - 27.61364546309097im
570,2.66,-0.4111710949282191,0.06727448557944235,-0.002941545735925477,-0.39293853518395605,550.8368141999849,1369.9915619870972 - 67.87971478265068im,1366.8793372066102 + 0.0im,1443.8916277260093 - 24.304964296240676im
571,3.54,-0.04166588235360685,0.04927442960360461,0.19066655729999157,-0.7527852666603345,580.1781338981643,1373.3166708440629 - 51.75692832477238im,1394.8866520986214 + 0.0im,1443.3723482947794 - 34.64981813508934im
573,2.81,-0.7398020904854089,0.0841326861999141,-0.16382057053692478,-0.015408804404836718,547.2216594480514,1371.2354085235604 - 65.13278064297292im,1372.1854243760736 + 0.0im,1435.7431783237423 - 21.15053365933688im
575,3.2,-0.5336733386782807,0.058764282836917744,-0.09845203163264496,-0.1976313212398617,572.5542257538748,1370.1218498535954 - 57.057628549540915im,1386.2902625094318 + 0.0im,1436.1557869569683 - 21.958488291762816im
577,2.76,-0.5106501136241891,0.04021732497595945,-0.029176441629254694,-0.29058756018989007,573.2808372242334,1376.4711474848916 - 41.884075660549925im,1395.654579410569 + 0.0im,1449.601282373939 - 36.728152745289im
578,2.73,-0.6042100340857537,0.044966079494865405,-0.10683602813396983,-0.13000709417186632,557.5601481489178,1373.2410955067166 - 50.45074783768326im,1390.4715305710897 + 0.0im,1443.1945587379284 - 24.96464096296535im
579,2.9,-0.5502754586831436,0.03888609200913667,-0.09341540188106226,-0.2013140528428496,541.2051353513084,1371.2073556240712 - 60.802190630030054im,1376.8049100179867 + 0.0im,1450.1565778890513 - 20.685940885764516im
580,2.89,-0.4491019617747493,0.058724466837147514,-0.05369126552192802,-0.3058739657874545,567.379877462723,1369.3235656945847 - 61.620821564949814im,1380.7647708461225 + 0.0im,1439.619117652982 - 21.9522388413522im
581,2.62,-0.4617688425371496,0.048875847871529134,-0.019704007960597233,-0.29835110627903233,545.8671926953605,1373.2229120003933 - 55.58759214814155im,1387.0214486876373 + 0.0im,1446.4428749076487 - 25.47855888177663im
583,2.61,-0.7974952914850368,0.062002559201930076,-0.18858045720431404,0.02535257774180466,554.516565615308,1373.7427793686893 - 57.16203554784489im,1386.2965968232402 + 0.0im,1441.5727699878435 - 26.317501989236067im
585,3.45,-0.42704896909670986,0.025501859065448735,-0.01643259414233298,-0.3816932415957656,540.4588774929165,1371.9663833608602 - 61.231436023958615im,1378.2371402959538 + 0.0im,1460.4472862772666 - 24.285301132160026im
589,2.9,-0.47113684841760817,0.019727304472661727,-0.04663372941454796,-0.27747197182404376,547.5318734149542,1372.610092725913 - 51.053415575974704im,1388.434326898391 + 0.0im,1454.6127895798709 - 23.67991843254219im
591,2.93,-0.9236501084166784,0.053695851940744894,-0.2608469677067766,0.11483924178976512,551.0386710599762,1372.4597830444116 - 63.35211271933695im,1375.6489247983097 + 0.0im,1448.7285435058948 - 25.717718109550482im
595,2.77,-0.4407617599506235,0.03010581354794579,-0.03697168655161099,-0.32185085893875554,576.8816445469035,1372.8747846035594 - 46.722231593472394im,1393.2440938950103 + 0.0im,1447.946473039001 - 28.880734559962164im
597,2.75,-0.5955864357039857,0.047198094269483626,-0.07866356500767877,-0.19504266864529013,571.6315887178015,1375.9184469963989 - 45.72592766643041im,1394.5880741698834 + 0.0im,1445.493032131158 - 33.96619035498192im
598,2.81,-0.6330587375323589,0.07801274198106675,-0.1365383334888013,-0.14055026536909918,567.8671477115844,1368.8042908445425 - 66.324617895876im,1371.7278099855282 + 0.0im,1435.066472021406 - 21.38213116569735im
600,2.84,-0.7170144633469457,0.03263291428465158,-0.0989637522183221,-0.10353542804481294,546.9583419064195,1377.5577562067137 - 41.111474221343826im,1394.5949256494446 + 0.0im,1460.1667678263093 - 36.80866755443693im
601,3.79,-0.90004910965716,0.007181334399922593,-0.21985869396451138,0.136188731098918,519.9610911228182,1375.2045028481587 - 47.3912587281309im,1388.9192985824623 + 0.0im,1463.9482826151086 - 23.261184708553056im
604,2.83,-0.4988544400114326,0.07364501341943681,0.001500648608476228,-0.38399609495762144,545.1165869605902,1373.971557177259 - 69.1857324322502im,1372.057500832426 + 0.0im,1448.2987256306476 - 34.28968120654056im
606,2.77,-0.6352316410645286,0.03530708879210681,-0.0979942907352303,-0.1453037920293195,573.8494414126475,1375.9396226241183 - 38.365892509607775im,1396.0216838991066 + 0.0im,1449.0047254073504 - 34.768250061319584im
608,2.76,-0.47516682609846755,0.05605864269093838,0.037463570622067975,-0.383451413202579,537.8863561080437,1377.8137901028238 - 55.11453251132146im,1390.0528251569565 + 0.0im,1455.4708378488035 - 38.100126940330945im
609,3.71,-0.630310944828426,0.09062856329434785,-0.05427043710803954,-0.15589698236363922,561.3132282168941,1378.85137365317 - 50.48672763113557im,1395.5163031697307 + 0.0im,1431.4777131771361 - 34.690667367636884im
610,2.83,-0.44939055168214226,0.03353058453784222,-0.07516509006238009,-0.3003444483831962,566.2796719825647,1368.9388369077506 - 59.61030224410147im,1380.338603404639 + 0.0im,1448.0505565207727 - 20.631317605689592im
611,2.96,-0.626777810833508,0.06277932434512697,-0.1448330315545072,-0.14332988264803445,579.5444249997402,1369.4905618106018 - 60.84159999031648im,1382.9767602816312 + 0.0im,1436.902012575331 - 23.521396781809703im
612,2.7,-0.7543988130933579,0.028907236324751822,-0.1778997140476418,-0.03746954440208461,581.4213875073556,1374.8641775824985 - 41.699978856552185im,1394.9936991857837 + 0.0im,1451.5629864283019 - 34.112194589112036im
613,3.13,-0.16963022879853512,0.02790438845364357,0.10229349793344761,-0.604072241474382,538.6851446166793,1369.3786978339735 - 62.671312550178975im,1377.9054053400682 + 0.0im,1455.933073919343 - 21.80509251987058im
615,2.79,-0.8289487625317267,0.04035211246505276,-0.1587430580890552,0.07415597693718612,553.96251960073,1376.7704104526113 - 31.589147363738707im,1396.7716834228988 + 0.0im,1448.2190017341977 - 33.747925175513714im
617,3.08,-1.1095807649724776,0.039895506866299765,-0.3584710136179026,0.30561728490192347,562.3161284620137,1373.4164510201765 - 56.188350566880786im,1386.5778619174832 + 0.0im,1451.3033457541774 - 28.662523697876367im
619,3.67,-0.3751163440665649,0.05911215706266621,-0.011241296395427439,-0.35720877576403176,576.8205116539501,1370.6836873791103 - 54.5592105292774im,1390.3420824292095 - 5.478906006614686e-7im,1434.6832414961975 - 24.10375889824279im
622,2.69,-0.5426095424178248,0.05352137578050309,-0.08900356715741706,-0.21605730191042438,557.4484333619932,1370.9255381035503 - 60.33805991540717im,1381.168645335585 + 0.0im,1443.2708795962017 - 22.715790873624208im
623,2.88,-0.46937817643545215,0.04051680884078568,-0.012629370043547566,-0.34695804445679435,542.8313394357817,1373.904257064895 - 58.591508191982456im,1384.221006365079 + 0.0im,1455.4951605114697 - 28.80104846535311im
624,3.49,-0.5757486471166479,0.06467357934143883,-0.04336470384192874,-0.22465500221893991,578.0701362670524,1379.0028575549293 - 41.008247414034834im,1396.857071047692 + 0.0im,1438.879975809564 - 39.07734917333411im
625,3.09,-0.9290140468501387,0.010606943061749766,-0.23594942926017454,0.13741581594779206,561.9859417949081,1375.4998306703183 - 33.40082421292665im,1395.9956010688293 + 0.0im,1463.5276389977607 - 34.239829700521035im
626,4.36,-0.47904487912868593,0.06367651934744348,-0.02613051961321762,-0.29526899318104716,591.2337124218128,1376.4138645515761 - 43.85884500122843im,1396.7753369086731 + 0.0im,1433.4389857641895 - 35.05077409158233im
629,2.88,-0.7642396354920307,0.0247875468895255,-0.17421553024851905,-0.05192549963239926,571.877076527754,1375.3348802532025 - 44.91445089143898im,1393.5042431928641 + 0.0im,1458.441483683483 - 34.83026275278994im
631,3.22,-0.5935678211196561,0.028809186666350396,-0.06911726306441157,-0.23800460625704342,544.6969122257257,1375.3975988927173 - 53.807655261389804im,1387.7935437765016 + 0.0im,1462.2389949609037 - 31.387879014714713im
632,2.9,-0.07751231739171976,0.018256277613561127,0.1805642190765068,-0.7302276144945743,548.2142853406187,1372.176433923334 - 53.248566151569115im,1390.7839924414332 + 0.0im,1463.1040952494286 - 30.014531962412953im
633,2.89,-0.622584101507241,0.008456275378402586,-0.08254534525642615,-0.17788024762461419,570.9596631068764,1375.2109878415033 - 29.708951627229517im,1396.7317416440524 + 0.0im,1465.5468568238714 - 37.2024756847951im
636,3.36,-0.416998937252942,0.013987820187513697,-0.04068221344575085,-0.35569041385014105,550.5166704545379,1370.82500597155 - 57.670919438926916im,1381.898991137365 + 0.0im,1459.015349201953 - 21.595375142630502im
638,3.01,-0.5638284255203168,0.04170246599384585,-0.06903516093595184,-0.23546768578250044,587.8674359570823,1376.2461648556905 - 40.17005901896197im,1396.3527704599335 + 0.0im,1445.9564325208075 - 37.708210692446606im
639,3.37,-0.845334780620979,-0.00019523300241985203,-0.19161859445430807,0.054035781885123146,559.3536610074531,1374.9714063919116 - 30.134217143414087im,1396.2893354265748 - 5.301382557244044e-7im,1469.2497665183046 - 33.2533653694036im
640,3.06,-0.7167283749782378,0.03898532511232003,-0.15531235161650422,-0.11842262389754621,560.4602806558427,1373.7425470115281 - 58.702886438267896im,1384.1749960256109 + 0.0im,1455.6287975187272 - 30.697715734232826im
641,3.35,-0.3635384638115987,0.038526083759580304,0.05412190170970881,-0.4818229381596695,531.9248978695642,1373.4147981878968 - 62.88972548780937im,1379.003001031742 + 0.0im,1461.1892341380742 - 29.342999066707282im
642,2.77,-0.5504543023367249,0.038897858073579136,-0.03602124400028432,-0.23755427184811329,542.6718652452666,1375.832577797348 - 48.38929039010042im,1391.75160080687 - 2.912767390022621e-7im,1453.3574208255902 - 30.571260095634013im
644,2.87,-0.4314307350253427,0.052506258238720994,-0.027620927451727728,-0.3246094191316463,567.0018396751972,1371.8139621855896 - 55.41526530592927im,1388.7290797885773 + 0.0im,1441.0154925689008 - 25.60511407588819im
647,3.5,-0.42913212349331903,0.010438758099525915,-0.03414472618265728,-0.36833670476246905,551.7652869132377,1371.918541661911 - 55.88812256534968im,1384.5608290016348 + 0.0im,1463.5329084320017 - 24.015410440513993im
649,3.63,-0.7163133094404066,0.015635864038240035,-0.14056118192509068,-0.13957787677739128,563.5709144853746,1375.8746721889913 - 47.85732332405634im,1391.7147606253707 + 0.0im,1471.889340829026 - 37.04673117690949im
651,3.63,-0.6447944379718707,0.08435273832827872,-0.0734010627063342,-0.17700881517948105,577.3279273872979,1379.1327159964135 - 51.35472810089946im,1395.887517068175 + 0.0im,1432.6355375076266 - 38.96911808106272im
653,3.0,-0.3405536945797458,0.04940207860422146,0.003989715059027052,-0.4075759942340089,571.2041198556674,1370.3551852350367 - 56.4535055126262im,1387.762252601702 - 7.24858616138923e-7im,1440.7695258350489 - 24.12865013471521im
654,2.62,-0.6192986880506247,0.04273845925656115,-0.09921960457178161,-0.13616015731783196,546.5235449719756,1374.0399179029473 - 52.23416109277907im,1388.7527684584325 + 0.0im,1447.8600687089793 - 25.78439472386008im
656,2.72,-0.25962926418414867,0.01696933033029723,0.08051556587960024,-0.5547632369869515,575.0061113277386,1374.5649821724237 - 42.92205591967653im,1395.0477880770882 + 0.0im,1462.0299267878022 - 36.264532646949526im
657,2.71,-0.38297418106157743,0.0326180723805691,0.0051152851203064426,-0.44638969101590287,572.5145177994846,1373.0557188601526 - 55.165146584108925im,1389.4403827618469 + 0.0im,1456.0288067274732 - 32.9755117299253im
