i,fval,d1,d2,d3,d4,lam,p11,p1,p2
1759,2.77,-0.5992479749451545,0.06579456090600927,-0.07473959314079104,-0.19509369250064185,562.9513520478006,1375.244826154454 - 54.5176950942591im,1391.1678275943787 + 0.0im,1440.2419288621493 - 31.307528667024744im
1761,2.91,-0.8155071665853096,0.01990716056847568,-0.14456930734245124,0.027628881453245158,561.5294347537636,1375.7346462760227 - 21.76930428206704im,1397.3546311687812 + 0.0im,1460.2482391016308 - 38.79074803703269im
1762,2.71,-0.8347724242695858,0.04566922674195323,-0.2235042381046728,0.07404886223412649,573.5332217755407,1373.9345215166286 - 48.09553600905907im,1392.8070622785922 + 0.0im,1442.4326070299692 - 28.754893483038792im
1764,3.78,-0.6057483901980873,0.009667679317678209,-0.06874890426657548,-0.22901498807266202,541.202458871023,1375.805065704896 - 47.52637019328628im,1390.8276600013376 - 4.494352291389194e-7im,1473.069041808932 - 31.067102985046514im
1769,2.8,-0.7278142797314007,0.023784594612786057,-0.1640357865511905,-0.0026620754759819065,544.3572786482056,1373.8241806332558 - 46.916357167551936im,1390.6126057530355 + 0.0im,1451.786736489689 - 24.04357369378353im
1772,3.42,-0.5587329926526433,0.012191377012978587,-0.10293799620339128,-0.2435304111823621,560.4307100436359,1372.300304408177 - 54.33424354623393im,1386.0532052074975 + 0.0im,1462.6521925856603 - 25.536042655486973im
1773,3.09,-0.4601263095966675,0.02369977681990479,-0.041416799971234465,-0.31067973251865766,543.562775334479,1372.1024105807799 - 56.740263950269295im,1383.390691050641 + 0.0im,1456.3053594409562 - 23.124442907647254im
1774,2.69,-0.5681458063320601,0.026629785072583893,-0.1061129260822894,-0.22434010000203272,586.4464597036906,1372.954330569638 - 47.22677294065472im,1393.0338670307196 + 0.0im,1451.5713355591051 - 31.495105679469116im
1776,2.73,-0.42358700347343387,0.018403338792121,0.012829212712209631,-0.3760666078110334,569.3096335169969,1375.4366505631986 - 36.90000219075212im,1396.012423988499 + 0.0im,1460.1230318714975 - 36.17088422607366im
1778,2.68,-0.2628816524309212,0.035500314447629015,0.10251401824207132,-0.5609344904624819,552.0011280254782,1374.6204761645074 - 52.68191288993797im,1391.4151739609522 + 0.0im,1457.5936067613143 - 34.03792125967714im
1780,2.63,-0.5145671585912528,0.06976404644022265,-0.02198753844827839,-0.317021814011186,555.9083523009833,1374.7130330687974 - 61.18800766335161im,1386.3293730983821 + 0.0im,1443.3797197570848 - 32.53007807413617im
1781,2.64,-0.5915129880191085,0.06760404451941372,-0.093324282343936,-0.1902216193265836,550.3592095083959,1371.4568432114613 - 64.27560354498563im,1375.5193995038833 + 0.0im,1441.911643207491 - 23.671234892107005im
1786,3.0,-0.7244074628848179,0.027363851581782107,-0.17357413695554963,-0.055337422658991026,553.694550710862,1373.1132496646776 - 54.273937923357956im,1386.083319288689 + 0.0im,1454.6430495027844 - 25.36891440605363im
1788,2.96,-0.13815141456783897,0.051899233004862474,0.09269894575688808,-0.6540492228022166,578.0727119776759,1366.3036404631155 - 65.76642159607009im,1378.404380486602 + 0.0im,1443.5777690746193 - 23.873971210506628im
1789,2.59,-0.555284548260493,0.054315461497727965,-0.015829796392232625,-0.25560503512102495,539.3190277071509,1377.229279518515 - 50.695295524869294im,1391.6439170005467 + 0.0im,1450.84767152298 - 33.51577760759117im
1790,2.87,-0.3480318071177546,0.04079326890763981,0.033843771954183414,-0.5142495389046782,565.1831582296618,1372.4731054371077 - 62.17941700839882im,1384.0706446879212 + 0.0im,1457.531754861482 - 34.217222203561604im
1793,2.76,-0.5047649586286789,0.08196792361493359,-0.012010418107009539,-0.29513156170137134,549.1267793222432,1374.3084916724763 - 61.62387809890865im,1385.745804817368 + 0.0im,1437.9174990025303 - 29.060584196135142im
1794,2.65,-0.9014167793577219,0.037041377526194776,-0.21617399384192462,0.14696024705087285,552.9758201390365,1376.1153522816526 - 39.066544639119925im,1395.1995868367364 + 0.0im,1448.9130539080738 - 30.87230390386474im
1797,2.69,-0.639118823844374,0.050861610697476065,-0.09241512357728558,-0.13225441776388966,530.6492923846079,1374.263723388834 - 57.873118015249595im,1382.7155619782463 + 0.0im,1449.440182091094 - 24.790014172284934im
1798,2.75,-0.35818283055297506,0.037216798728153505,0.010711708163694912,-0.43222408001941315,554.6170206385578,1371.2610719333695 - 59.76341012475892im,1382.9440755821736 + 0.0im,1452.1449358547914 - 25.49719686528473im
1799,2.83,-0.6634465857822786,0.041323438006352346,-0.17962570663844787,-0.06412155080100351,559.9517542519901,1369.5341774171548 - 59.55418215981917im,1378.7522184565246 + 0.0im,1444.6760327047095 - 19.03953913147099im
1800,3.89,-0.33514658625646376,0.05353993206066592,0.009731663779150683,-0.45986818688084374,602.5071849101398,1371.5477719355104 - 53.06287839183839im,1393.8428742411654 + 0.0im,1436.9556239912147 - 32.353229212482276im
1803,2.7,-0.5402524575426548,0.04370798494387252,-0.06964504055928938,-0.3028196816350536,578.6726811651504,1373.728376205424 - 56.36894253654851im,1389.400890022463 + 0.0im,1451.466922662104 - 35.19865031004953im
1804,3.05,-0.5437171262118651,0.04317266783449431,-0.03958355877271603,-0.31034684567167264,547.3713534712173,1375.1190985377023 - 59.445697481188525im,1384.498876861848 + 0.0im,1458.256786585243 - 33.42604454545692im
1806,3.68,-0.2535243460746027,-0.006786556904149615,0.0910544141714249,-0.5729102072324577,549.7139744841604,1373.6578175783777 - 45.71210137313768im,1392.601397863537 + 0.0im,1479.8663641189241 - 28.166460077204956im
1807,2.97,-0.36463783193390864,0.02340179598499281,-0.029180338225357996,-0.45190063676406045,579.3455601163321,1368.8486450779287 - 60.85601468190715im,1381.4445416349793 + 0.0im,1457.498638556785 - 25.67891508664742im
1809,2.87,-0.6651293313149664,0.0501054561422177,-0.030213659375911743,-0.18182506816913274,525.862149452691,1379.3185865072546 - 46.103325527791654im,1393.0062194529914 + 0.0im,1459.6448748684318 - 38.47827797828758im
1810,2.69,-0.3583239960508399,0.02315588433908839,0.0019264758387543962,-0.4350329515751754,577.3210861519557,1372.405317193023 - 50.05533635674622im,1391.712905771602 + 0.0im,1454.6502629763788 - 30.12983759740311im
1812,2.78,-0.4673907742091352,0.026574142591539313,-0.02732961323730407,-0.2913807072061374,570.747520989974,1374.488154926266 - 39.363889013122744im,1395.5017908897964 + 0.0im,1450.1144527514684 - 31.23805678608152im
1818,3.22,-0.269852023268497,0.03425350720310363,0.07913600364793508,-0.5516682606049637,536.7967860852119,1371.4636609210465 - 63.45178660979465im,1377.9757826701627 + 0.0im,1459.2081768410974 - 26.271711342253983im
1821,2.65,-0.36726393501992116,0.052037951027988166,0.016896868667879567,-0.411212029281509,556.7700711799214,1371.8865895107463 - 58.839964774503834im,1385.665577561771 + 0.0im,1445.1964150550648 - 26.2982859228515im
1822,2.75,-0.3945630679880578,0.04303838827531418,-0.005750901180687974,-0.3434814864187013,556.5902350138922,1372.1681165911473 - 52.988276032250226im,1389.2164502258727 + 0.0im,1444.4295583247372 - 24.45102857054549im
1823,2.76,-0.8057041548341117,0.0509167227735527,-0.2057214373759758,0.07201423900335302,561.363943528116,1373.6640294346294 - 49.7658418205839im,1391.303816319213 + 0.0im,1440.4374770772245 - 25.512840886823014im
1825,2.76,-0.6903160612620229,0.04770191194120974,-0.16158366305409783,-0.019465747442145465,549.7238243076605,1372.1362856289495 - 54.05432864546413im,1386.2334759091648 + 0.0im,1442.049725924176 - 21.066551326177684im
1828,2.84,-0.5998071177454362,0.017416322332703547,-0.06295281614796275,-0.21457113949267326,569.4890815659918,1376.1331659613165 - 32.6359557980903im,1396.546907034119 + 0.0im,1463.7198057165383 - 39.37200236917169im
1830,2.97,-0.66911900308493,0.02652432703156639,-0.13598255437857243,-0.13178730070722855,557.9742788949977,1373.949813399163 - 52.391733040688116im,1388.5514939201466 + 0.0im,1457.012254897824 - 28.677165128334845im
1831,2.76,-0.6820992381307851,0.06305442510470236,-0.11040566673172866,-0.10540467634770534,523.8952703099421,1373.394001676329 - 64.81827148989917im,1364.7947390848656 + 0.0im,1448.453301827679 - 23.302191361348537im
1833,2.83,-0.13935539599817742,0.024580505218872766,0.09536833343266779,-0.7142668272492401,586.1784053874238,1368.3638419647855 - 62.77331501223961im,1383.726027016661 + 0.0im,1461.6209069178444 - 31.17940117790234im
1835,2.87,-0.4153396716404094,0.03962752200580244,-0.04351355765628446,-0.38274133580857406,564.0760121501335,1368.7428561132747 - 64.7789001737918im,1373.211055759057 + 0.0im,1451.1813941477913 - 22.953749138563893im
1837,2.98,-0.7498864613915172,0.04251088207841678,-0.15153912211732615,-0.07898810048220892,548.9562817991092,1375.2168072739069 - 56.92650255874427im,1385.682542582351 + 0.0im,1455.2418182553745 - 31.036656195434677im
1839,2.85,-0.32824116234795186,0.013563822940803764,0.04168119666546798,-0.46796834245094654,575.2776710074862,1374.3427319201912 - 39.74754300533763im,1395.4702800482187 + 0.0im,1460.5632864731288 - 34.407389377838754im
1842,2.72,-0.518665388034062,0.03585441178097128,-0.024629445406057708,-0.30114965367806923,571.1455010599589,1377.0006242405843 - 40.78002827676745im,1395.7448915304958 + 0.0im,1454.5891563398875 - 39.283688879189306im
1843,2.84,-0.4591391107078467,0.0583053006761891,0.0076208593948528525,-0.4106290030826507,550.846424619381,1374.224565424749 - 64.53949304553826im,1381.2085463356998 + 0.0im,1452.6078535852714 - 34.711613124671985im
1845,2.61,-0.6430425117649722,0.06420276864735613,-0.09350354559896082,-0.15288585073109318,553.9081377794842,1375.0719878993752 - 56.432143251742694im,1388.5556113772857 + 0.0im,1442.8049026572432 - 29.907395502366104im
1846,3.81,-0.5299939298848556,0.07591103038214653,-0.10132276570890641,-0.19900272896906376,575.5908942376036,1368.1268601567276 - 62.009023743418076im,1380.822339069771 + 0.0im,1430.5790282796074 - 19.356414891612122im
1847,3.5,-0.5344672988513006,0.06855198926143566,-0.08882712842051654,-0.19364919674752343,570.5438598666728,1370.5447853918042 - 57.49491043398622im,1386.9453205693842 + 0.0im,1432.931868835799 - 22.115787293996362im
1848,2.89,-0.7461688048883548,0.07560618770263433,-0.17979394358764514,-0.024702334309818275,565.464160053983,1371.1426071204403 - 62.295299281192584im,1381.3496314878194 + 0.0im,1435.1912175400157 - 23.758254347722225im
1850,3.18,-0.4460987808860126,0.025465053998054172,0.001101949621114283,-0.3652664754358253,538.177080665689,1374.2692674108623 - 54.615839224926816im,1386.8654357237879 - 1.949386666224424e-6im,1461.519389474996 - 28.255565843831242im
1852,3.11,-0.43849613163403156,0.03266741444773896,-0.036548813210623664,-0.3509998368447231,546.1447113697482,1370.7855762563274 - 62.57410657653605im,1375.631610237973 + 0.0im,1455.063605241983 - 22.705058527545166im
1853,2.73,-0.38614414646732653,0.08099921970445206,0.03233105592632433,-0.4513676169609999,557.3784285899251,1371.1150808470577 - 68.81684371941053im,1375.6811076219583 + 0.0im,1439.631334896724 - 29.193979789652182im
1856,2.64,-0.586826086199762,0.053417462297256024,-0.09398384255310735,-0.22571797194891047,565.5638196764232,1372.637703275394 - 59.93759127144465im,1384.6427762943983 + 0.0im,1446.3395145616596 - 29.003394507929922im
1857,2.72,-0.8037225127394518,0.05645482715587442,-0.12514097663740462,-0.007659591989157721,551.2444570226452,1379.2662444043042 - 39.02322507367289im,1396.053152574899 + 0.0im,1448.9853131521231 - 38.92964199983259im
1859,2.66,-0.30760764680625374,0.058176627347758636,0.051872225741822466,-0.5195866725315107,565.8630769704126,1371.2459914984036 - 63.50720000704437im,1383.6995923118204 + 0.0im,1445.788152414786 - 30.27797273451647im
1860,2.74,-0.3034509393293064,0.042055435141918965,0.08116482346715562,-0.5047147219087867,538.9992450195583,1373.582922022321 - 57.65408230812155im,1386.613816775052 - 1.4419696345360032e-6im,1454.685978556238 - 29.28846588368103im
1861,3.27,-0.3427265357256576,0.03680094076820884,-0.06463918648224118,-0.35865969064311987,579.0858778916146,1364.9330659710242 - 61.39665104249715im,1375.5089076103889 + 0.0im,1441.9990249571708 - 15.256748638637157im
1862,3.41,-0.2821799079322469,0.03634848049387661,0.12278232133818179,-0.5616348410347458,520.2579650258914,1374.3000674660757 - 59.5168647777053im,1384.2523029189736 + 0.0im,1463.9235501589453 - 30.743244661451833im
1863,2.65,-0.6803076033499299,0.07416784031935848,-0.12301076035449923,-0.1430175898593209,555.9783910362339,1372.4990552184902 - 65.78227326917074im,1376.2751971337177 + 0.0im,1441.472664537165 - 27.797195929961088im
1864,2.91,-0.9328223122916692,0.04783202097188435,-0.22436975728699124,0.1414474468367667,574.4874348604382,1377.714500519979 - 34.5673367323458im,1396.9433440229911 + 0.0im,1445.5940713091848 - 38.46241897901925im
1866,4.59,-0.1443780337000508,0.07240457278622271,0.1178440244731758,-0.5925596689123177,575.714489083761,1369.8414729455703 - 57.83626018785117im,1391.0764035645097 - 1.8408621407783707e-7im,1430.5953053865253 - 24.95106644507221im
1868,3.72,-0.6618140799137976,0.07554715200514095,-0.1100209930929558,-0.09861924039280512,573.6245219300883,1375.6742109206773 - 49.823492741678706im,1394.8233172782718 + 0.0im,1431.5889162264696 - 30.738704602351152im
1871,2.91,-0.5461092658222741,0.03416113238184426,-0.07261737304259142,-0.2236387660193339,539.5953550195937,1372.847233920527 - 57.34970748472777im,1382.7749554090997 + 0.0im,1453.2662201819433 - 23.653917628220654im
1873,2.79,-0.708914722473704,0.014316632642967848,-0.1579873769052984,-0.08096633867921826,582.2416650989454,1374.4245808630085 - 36.98976429171642im,1395.6890292009657 + 0.0im,1458.0376722106232 - 34.217330331809485im
1874,2.89,-0.3614051728808585,0.06039149909992416,0.02022467633498031,-0.47427101616410217,583.2038922383615,1372.0700118879765 - 60.66633236120289im,1388.9248554056462 + 0.0im,1442.1108935779714 - 33.79248986767797im
1875,2.6,-0.5236731966869231,0.052856395884107905,-0.043736999509771335,-0.2805687260242104,557.9116772194209,1374.352702942991 - 56.04499847893137im,1388.6419187120764 + 0.0im,1447.0151650978169 - 30.52239243844357im
1877,2.69,-0.2744547146765668,0.049465380272872776,0.04743983144449115,-0.526039776587611,566.868770215771,1369.7338167771325 - 62.7429335704095im,1382.1886502688826 + 0.0im,1446.6831716547426 - 26.472734915051316im
1878,3.89,-0.7852322289686046,0.0465212046383957,-0.12855355926537862,-0.11773455715269304,535.9314140126705,1377.8396948361112 - 60.93672446080194im,1382.0172767103145 + 0.0im,1465.0247629094576 - 39.38187997736018im
1879,2.66,-0.67507683335946,0.049590601075484825,-0.12344509878873955,-0.11738313796116306,548.1709464292841,1374.0490688188042 - 57.47478576466774im,1384.947525573909 + 0.0im,1448.834372971249 - 27.331078569051808im
1880,2.9,-0.5033384331814595,0.0373475777690222,-0.01777342627506467,-0.3259344629184673,544.9009179130385,1375.3672174132894 - 54.755611742682085im,1388.175074759247 + 0.0im,1458.264120786677 - 32.17892074251448im
1881,3.46,-0.5282779088103591,0.06920682910863539,-0.06178945154625136,-0.22921582796012607,573.3044612860593,1373.2307136305633 - 53.994250075524064im,1391.965738113517 + 0.0im,1433.7166898053893 - 27.732153086016762im
1884,2.66,-0.6662251401260101,0.06765570879243327,-0.10449185169110772,-0.17600649245986827,557.6043326933706,1374.4752953679342 - 62.604003360621114im,1383.397471250947 + 0.0im,1444.829356875812 - 32.269827488826984im
1886,2.71,-0.3077156525150275,0.05896803706283418,0.061252290899193464,-0.5237542766811246,565.2579281625121,1372.3933485846494 - 61.92327428216517im,1386.3946581977902 + 0.0im,1445.878305456394 - 32.21651351376305im
1887,2.99,-0.4383011352899714,0.030060711785707184,-0.035799099208470304,-0.33854417537557546,547.3526380806585,1371.298921179614 - 59.596719038720494im,1380.534784606988 + 0.0im,1454.361855548178 - 22.98960359907101im
1888,2.64,-0.5781173689504547,0.06285536939211735,-0.08244662716670817,-0.21114343310116865,557.9445280171399,1372.7169843616111 - 60.26743735027077im,1384.0831376181256 + 0.0im,1442.1640692112492 - 26.800885486516133im
1889,2.8,-0.5461766243237316,0.04074331808210442,-0.0201664467161682,-0.30513695312917466,554.5685152590944,1377.7336721479885 - 48.20328484317827im,1393.182406672898 + 0.0im,1459.0675067922793 - 39.95393620527981im
1891,3.01,-0.5975862227489578,0.038863483908580396,-0.07529015852349816,-0.23901586594372087,549.1973094167013,1374.937252217456 - 57.26538990351049im,1385.7558887406287 + 0.0im,1457.6900836858279 - 31.700023861380693im
1894,2.74,-0.447997106191009,0.031497611673769195,-0.06502593844845432,-0.328314668599123,574.6937302526868,1369.9655857315277 - 57.25177602397499im,1384.9904198169875 + 0.0im,1449.7707417167294 - 24.434554328557425im
1895,6.92,-0.20254485939558609,0.03047222473227096,0.04291516581897686,-0.5361867985167086,607.8654999578298,1369.5339298918057 - 46.07269742855492im,1394.683249163719 + 0.0im,1439.4088552795465 - 27.06473917474032im
1896,2.85,-1.086967109209206,0.05264894779335596,-0.33812050656112186,0.36200905415674495,565.2865706703498,1374.4226068155583 - 45.23898965787089im,1394.2087592462622 + 0.0im,1438.181135077115 - 27.159189911244514im
1902,2.71,-0.4713066735971033,0.026944416505601823,-0.07221165833214369,-0.3212715040840727,589.7387859931913,1371.2436477941283 - 51.39259151154485im,1390.926366482989 + 0.0im,1450.9040964945734 - 29.373453531471725im
1903,3.28,-0.4116392839662528,0.07226872074927845,-0.019031406560288056,-0.33087160678695154,563.226300359206,1370.0219735180287 - 61.302788054099395im,1383.1395038023863 + 0.0im,1434.6548113547442 - 22.0716436014442im
1906,2.72,-0.3600216847122345,0.04425328914603209,0.023301383182357756,-0.46940164539047347,559.859369170869,1371.9573026001815 - 61.68054973866989im,1383.2238828738307 + 0.0im,1452.7930409867147 - 29.904112356505067im
1907,3.43,-0.505006547362138,0.011138299998584962,-0.035983554023780055,-0.30217309349117644,542.9613283332421,1374.4629040449945 - 49.63825786604727im,1389.6486763229823 + 0.0im,1466.4747975804396 - 27.891190868445197im
1908,3.24,-0.6419578990185513,0.04302144420401326,-0.08079413237535558,-0.14323536129235395,511.4491475755743,1374.4162071630026 - 60.96303704346924im,1374.6440478633804 + 0.0im,1455.9375350219836 - 23.088043891265727im
1909,2.8,-0.49239018655400196,0.02502023654466948,-0.1000691973085133,-0.26613486502210326,579.2810829572895,1369.5926823257091 - 54.69892360012386im,1386.4384095833054 + 0.0im,1449.5373867718833 - 23.16625059061745im
1910,3.48,-0.623413241532383,0.07036618894300077,-0.10850482573649531,-0.14897557882014345,580.1719337093699,1373.78823952852 - 53.359497390277646im,1392.9954644872594 + 0.0im,1432.9430389574736 - 29.74425289122745im
1912,2.69,-0.44218926059830693,0.04797608210491597,-0.028575278838067535,-0.3321448680446342,565.6878795845341,1372.2941138476424 - 55.633979717502115im,1388.4457504667764 + 0.0im,1444.5561409019483 - 27.082522842072034im
1916,2.68,-0.6821244172642547,0.04939349562136611,-0.15453824261780008,-0.05943813150932789,556.1167452663217,1372.2477583911061 - 55.653706806631284im,1385.8873826195656 + 0.0im,1443.0229425545615 - 23.164607822861555im
1917,4.55,-0.1735102008500673,0.05412655144697075,0.10216689008528601,-0.6118112169806222,598.5485369595359,1372.6912517432518 - 50.98212038517172im,1395.3689669946314 + 0.0im,1436.5159973184152 - 33.45224652279128im
1919,2.96,-0.635532441426514,0.03645289953596119,-0.08682173300592871,-0.22221084510883757,563.3943184560067,1376.6886178168827 - 51.098646914825736im,1391.5795973649215 + 0.0im,1460.1549851390098 - 39.14424604457591im
1921,2.75,-0.49161085305058666,0.06985693066856183,0.009599231417476109,-0.35928307271110743,562.2265058073123,1377.9609018794097 - 55.29745617205824im,1392.7613448798186 + 0.0im,1444.0774295635724 - 39.66124625356474im
1922,3.59,-0.6954019039570901,0.01501784338068713,-0.13517018786864687,-0.14906521177823287,560.278564925453,1375.3537520669677 - 49.21421045491784im,1390.689357993744 + 0.0im,1469.7892347611387 - 33.94707693766061im
1923,2.79,-0.08621143228107236,0.04250143147097802,0.15288398338066922,-0.704196862490702,545.1385822610847,1368.465512829113 - 65.29077282025092im,1377.6441202837848 + 0.0im,1451.8304005243567 - 24.08610422927165im
1924,3.62,-0.42729350205540934,0.027087677326526092,-0.014640416628287252,-0.35299436354990305,524.5257620115307,1371.5508023303726 - 63.0923336299042im,1370.7363837568255 + 0.0im,1458.6131776190896 - 20.666390341927134im
1927,3.61,-0.4756985182004587,0.06098232965476337,-0.05089453380284715,-0.31575679400915585,594.8593075032358,1372.410292707743 - 53.70800235699983im,1393.3194430489077 + 0.0im,1435.089925070584 - 31.569144036295384im
1929,3.58,-0.285793442992059,-0.0014419214028318153,0.06690176864740185,-0.5371008634233787,551.0467329330223,1373.4545229514724 - 48.46401036398969im,1391.2501195266252 + 0.0im,1475.111289825318 - 28.154479504216454im
1931,2.8,-0.4074471096720693,0.041493585720417066,-0.007969972368061032,-0.4211524954510485,590.4995055188951,1373.9402700483222 - 51.44647959072222im,1393.3609733674336 + 0.0im,1448.6994447885027 - 36.85617502400229im
1932,3.89,-0.8126706784990814,0.07368126254151236,-0.1485202576864083,0.05508911682103429,568.3189313969027,1379.25883444653 - 35.633518073613665im,1397.282878181267 + 0.0im,1434.2076642593843 - 35.70452259609047im
1935,3.15,-0.8023328760817123,0.06778128267275912,-0.18112537455444006,-0.00914767060010746,586.2425457781105,1376.6574696016291 - 49.521258077065454im,1395.2201923715065 + 0.0im,1436.128003837103 - 36.721315330148094im
1936,2.73,-0.5288564161045847,0.06057039574084857,0.018526103130777363,-0.2873975947078838,548.1907897043791,1379.3196727039394 - 41.88843911990859im,1395.8354737148582 - 1.832527093979639e-7im,1448.477113436815 - 39.16409509583937im
1937,2.92,-0.4541519733966542,0.03814048337042339,-0.08109571905974469,-0.25660639032493004,562.8446371043561,1368.8790501441993 - 57.87501483544715im,1381.7604508741322 + 0.0im,1443.5681884030273 - 18.601431730123647im
1938,2.77,-0.6431753959939915,0.04276399869901914,-0.11128965020140413,-0.14176060709550475,576.8675067349078,1375.4928304473917 - 43.958409761816824im,1394.9781763906467 + 0.0im,1445.6483762947853 - 33.684288494061086im
1939,2.73,-0.19052221339009678,0.05560891505869861,0.11517910105685494,-0.6394307028752892,569.367866548604,1371.5563937512868 - 61.70260727557428im,1387.7175299240118 + 0.0im,1446.3407167014625 - 32.69061724495891im
1941,3.16,-0.682226936769413,0.08284666214880138,-0.13891223282585724,-0.09707180327948525,568.9697937220585,1371.592246041551 - 62.303770810582044im,1384.1020390104516 + 0.0im,1432.1772204494741 - 25.338046036796168im
1942,3.19,-0.577041516251756,0.04628142358272335,-0.07480582681896147,-0.2665930473995768,545.0056788634711,1372.8403625312378 - 65.0635124842005im,1372.921945308385 + 0.0im,1455.885370516684 - 28.256795074610938im
1943,2.68,-0.6740139834750585,0.07372586981380842,-0.13949288866376638,-0.10293329763586206,551.016402141061,1370.6743562441263 - 66.17269213273691im,1368.1732615960284 + 0.0im,1439.8587243949883 - 22.102037036283438im
1944,2.92,-0.4987089292044916,0.06856352962382811,-0.07914179252541065,-0.2247583961982738,550.3130491931495,1368.5270048261216 - 65.46428552348584im,1365.9779833010593 + 0.0im,1438.5306646185902 - 17.557415695639563im
1945,2.71,-0.7277551381291081,0.044476416663325996,-0.18882610212982784,-0.046679787184313454,564.7855723327862,1371.3079452252696 - 58.69894605823093im,1382.737729599244 + 0.0im,1446.4306618038165 - 24.128969911406454im
1948,2.57,-0.7194829690366784,0.05944848645968717,-0.1135199461785533,-0.08215044788911793,543.0595984286986,1376.5359917145065 - 53.845272810838054im,1389.4315352900935 + 0.0im,1447.14138447844 - 31.099368952638773im
1949,3.33,-0.46043180615441354,0.018738628674167118,-0.005664760240499951,-0.37102676295357917,545.9127662700686,1374.8705740672888 - 51.919095078533665im,1389.251846720646 + 0.0im,1466.8842606641704 - 31.179006104005545im
1950,3.23,-0.3820206531292915,0.07825959805223934,0.05413573311252869,-0.4375493102964515,567.4851673033559,1376.4539303706117 - 56.09200796191165im,1393.603245173119 + 0.0im,1436.781307745667 - 36.1549179236976im
1952,2.68,-0.43357830529997604,0.03294181518440591,0.018051810323567764,-0.3871129076319375,566.070817988171,1376.5205121775698 - 42.95357718333087im,1395.1165029731378 + 0.0im,1456.7883158715347 - 38.12103385966951im
1954,3.45,-0.4882366161681839,0.007080493289831673,-0.03785553133353316,-0.3242763735086472,551.4504704580289,1374.0980594111377 - 48.92035419398931im,1390.2991400438361 + 0.0im,1468.3453859536035 - 28.404421535796573im
1956,3.12,-0.9221466164359484,0.09134604630627596,-0.19417483107681854,0.08032686591446164,566.514851014262,1380.0453312714906 - 54.30780521484607im,1394.6911908477161 + 0.0im,1433.8440820234985 - 39.91463381817089im
1957,3.12,-0.4235148477943656,0.03244118152413644,-0.06107486591703173,-0.29908506180044514,542.593251395243,1368.6712182372346 - 63.323670293439555im,1368.7160592510031 + 0.0im,1450.0501010389332 - 16.814667987499146im
1963,2.93,-0.3441864860084649,0.021497847679043718,0.04292418157391873,-0.4242368639397779,537.9502116273727,1373.2700118968755 - 51.289731492531224im,1389.1839270787334 + 0.0im,1457.646290435457 - 25.69681524858821im
1966,2.83,-0.45294520725052,0.012128163756348294,-0.08605836356296466,-0.3003778659925325,588.646821161553,1369.8995812405235 - 48.587975648854176im,1390.7988999592565 + 0.0im,1452.2187621814521 - 24.558673432953025im
1967,4.22,-0.6222997900177883,0.013146475115569739,-0.10731317385891348,-0.19356471941402748,533.6873298855731,1373.6225565878326 - 58.14537647823234im,1380.1869175196707 + 0.0im,1466.8725924391301 - 23.5632342037675im
1969,2.91,-0.4637988808477088,0.035411320456090876,-0.03801349009337089,-0.30676269366972314,540.9762081251534,1371.8847928285973 - 59.54917967842487im,1380.3730259086544 + 0.0im,1452.815746313037 - 22.91985400995915im
1971,3.96,-0.28927133732405697,0.057352176789547425,0.10548626428891728,-0.49484037389000857,576.2547585931738,1378.5852636199777 - 36.209428939439626im,1397.315067939442 + 0.0im,1440.9722147008215 - 38.96971899904056im
1972,2.88,-0.36203164234559565,0.04111792838830351,-0.02990412414250911,-0.4162907802314094,587.6881388352303,1368.3654570452613 - 58.856038621171336im,1385.2206956245643 + 0.0im,1444.221789375029 - 24.673399503828307im
1973,3.5,-0.3146842688605416,0.051930818669832034,0.04487856855236919,-0.47385849393538026,587.0150619058977,1374.2483195420323 - 49.00807369441443im,1395.0337288667477 + 0.0im,1440.2168294096764 - 33.909229584778565im
1974,2.74,-0.1875722483647725,0.05883019121832725,0.13019712853463083,-0.6127667041124525,558.32007136667,1372.668340064786 - 58.48203680665795im,1389.7640271352084 + 0.0im,1444.3054859871484 - 30.977110581739755im
1975,2.64,-0.626124525426615,0.05294066651962299,-0.07571235864733844,-0.1554120263867983,531.0873069749911,1374.9796483108773 - 56.80527977324706im,1384.7658371502218 + 0.0im,1449.5693955089937 - 26.545721225587123im
1978,3.22,-0.3392844132100538,0.06357190522686254,0.039872121572611906,-0.4189928186350076,565.032398237288,1373.0492706822304 - 54.35050386767407im,1391.5869890070799 + 0.0im,1437.5199265644665 - 27.91905507679187im
1981,2.81,-0.046673886717623236,0.04403464115018191,0.15578823701706532,-0.7800378330650848,561.5294907234472,1366.030585524399 - 69.70534164574144im,1369.6500242091365 + 0.0im,1452.7507695361844 - 25.35235309681646im
1982,4.18,-0.1738014439281863,0.0550176928579989,0.05802191107646556,-0.5856435411825477,596.6285870946923,1366.0599907372793 - 60.60982532011864im,1385.8825633321514 + 0.0im,1435.4821773016804 - 22.83025619558793im
1983,2.94,-0.6920560273933407,0.044772667241587544,-0.19770267607967118,0.004864564023219442,555.8064880631808,1369.5282474808625 - 57.66403281734715im,1380.4321241026707 + 0.0im,1441.037167445865 - 17.062385223537607im
1984,3.06,-0.5264906723071072,0.0290655528904059,-0.13689793535106648,-0.18420943371882648,561.4901816736501,1367.77619893845 - 60.47608540652035im,1375.3715064285934 + 0.0im,1447.3787510730015 - 16.417238098202308im
