i,fval,d1,d2,d3,d4,lam,p11,p22,p1,p2
215,2.39,-0.43937012205854986,0.0564175130513496,-0.040935720644623266,-0.30129843704309406,558.9200256689,1370.29727830597 - 59.776238215977926im,1447.3037150588145 - 14.903303721650568im,1382.5420987417053 + 0.0im,1440.5489975910318 - 21.752423052357052im
221,2.26,-0.493264007643284,0.0521296757363063,-0.05162156971393245,-0.29466248830716424,551.0549974193251,1371.331884775123 - 62.7769377926155im,1453.056406797646 - 16.509672695837303im,1377.914750802952 + 0.0im,1447.3852357519884 - 24.33697379005827im
223,2.67,-0.5188670499692991,0.021083804944445866,-0.042162800026362704,-0.27318380244588547,546.5734903335808,1374.5925205232645 - 48.84661152266985im,1460.9669429690607 - 20.794209200175583im,1390.6441773416948 + 0.0im,1459.816143315449 - 28.733114451723267im
230,2.41,-0.49123980479522605,0.024922758119692974,-0.05904461056341251,-0.30820063405532233,585.8818568529312,1373.6513682077139 - 45.33544517997483im,1451.456553696793 - 22.726880762286942im,1394.0509173690245 + 0.0im,1453.528558078409 - 33.47544601817722im
231,3.95,-0.5037179713554574,0.070439473070385,-0.05865556714770895,-0.3314603751538496,612.2543924750973,1372.9249278149848 - 55.95961674925146im,1433.185951334765 - 20.54671853347114im,1394.9922283034066 + 0.0im,1430.9846119602971 - 37.77787069511428im
236,2.32,-0.5819076476264049,0.06067655366832703,-0.09681347880260857,-0.27272690335549393,578.3271427323517,1370.9214280914298 - 65.53481791197581im,1450.4027778072634 - 19.221365951401307im,1379.6808491281506 + 0.0im,1445.2227409591092 - 31.474707635216262im
258,3.64,-0.4322946534109762,0.07394551652537187,-0.02460651437919048,-0.2471317770446078,555.6751868471266,1371.346745822224 - 54.49393683698583im,1439.304803899127 - 14.369854410996881im,1389.0697371490041 + 0.0im,1430.674899266963 - 20.283646603157777im
272,2.22,-0.44451562433698416,0.05541169250788264,-0.048332310352155516,-0.3472966392373856,567.4646859902598,1369.0260677582482 - 64.76166190828476im,1449.7954073074056 - 15.223071979381613im,1375.8208323809615 + 0.0im,1444.109528253856 - 23.64800851699502im
273,2.52,-0.6154456517411109,0.045923930696768284,-0.07259333518888894,-0.22971440643740376,558.9572334024613,1376.5806155650746 - 53.11579280903978im,1455.8042859928075 - 25.771036921646402im,1390.7985028961607 + 0.0im,1454.4218231310751 - 36.854036631822105im
274,2.38,-0.4694765838754495,0.023900441629106133,-0.03719334834063155,-0.28161414091917203,559.0050140185028,1373.5129574112666 - 45.50523147078448im,1453.8367972884562 - 19.938968790238842im,1392.7202055973185 + 0.0im,1451.8377883893902 - 27.22206480484751im
277,2.7,-0.5219126376461908,0.04456621687656917,-0.06154150241280204,-0.3467543092322262,566.9800106294199,1371.913786421346 - 64.88282031647724im,1457.5884753672476 - 19.94082181290222im,1378.2711645579348 + 0.0im,1456.169224050523 - 32.55415889020043im
280,2.88,-0.38873850701241686,0.040050977715493964,-0.03629182669052352,-0.35697347073450214,589.2004542986181,1370.2281454369163 - 51.31524333403464im,1443.0188056586687 - 16.293113967632447im,1391.511190910085 + 0.0im,1440.2753382304556 - 25.511739510087086im
283,2.44,-0.5152856214844441,0.012575717242781122,-0.07531018514898524,-0.27184383966684855,582.7885254631625,1373.3521919345374 - 41.80231488211025im,1455.3701808811995 - 22.203095462885987im,1394.4536738223437 + 0.0im,1457.9566092203343 - 31.73745091442029im
285,2.68,-0.4412602300467806,0.07320777286507163,-0.006443703501116171,-0.30662533487234817,552.7725589139927,1372.666408037664 - 58.1983786607824im,1443.4089133711789 - 17.274371514212735im,1387.2377704758562 + 0.0im,1436.327175401377 - 24.817409746444536im
293,2.29,-0.4874026580617803,0.052287387984912295,-0.03758071716437527,-0.31726464164399776,552.1298490710161,1372.3511697570589 - 61.7278651648908im,1453.210311310669 - 18.215025606535693im,1381.1456925214525 + 0.0im,1448.4663055142887 - 26.952354652195112im
295,2.98,-0.40098034239619185,0.048321840459461626,-0.06373828375729002,-0.3124494342185851,583.1820871434703,1367.456711186296 - 57.20470761094741im,1443.1560511271257 - 12.34485504171753im,1384.8299302470227 + 0.0im,1436.7362079614768 - 19.20467066768562im
297,2.5,-0.5306053170330893,0.0325911791390528,-0.040836576609038125,-0.2593975041528011,570.3764190226163,1376.0026056332763 - 39.21786418084927im,1451.328324270574 - 26.77472461020647im,1395.8178491901149 + 0.0im,1451.9930316563475 - 35.42360431014658im
301,2.42,-0.5019894046486135,0.0456461088680467,-0.024552480815229406,-0.2899365033020037,562.7366356251206,1375.8233103709438 - 47.19131996038917im,1449.3391853728124 - 24.215421755038975im,1393.8165261640063 + 0.0im,1447.8918262284308 - 33.26313310642032im
305,2.62,-0.44134962252635823,0.006281431460937459,-0.06058112595807307,-0.3395102846677781,575.089286814298,1371.3325594638002 - 49.66841611668353im,1458.3820106340218 - 17.254471947111885im,1389.9967456268819 + 0.0im,1460.310463038435 - 25.740204570548105im
306,3.97,-0.5404624618749799,0.051248925274453,-0.06812177213281365,-0.25567486154577906,607.5843864700117,1376.4994708694155 - 38.952131525217844im,1434.7729598250892 - 26.326961559677205im,1397.2129553996097 - 1.5631287721704892e-7im,1437.345590220348 - 39.061309390991866im
312,2.41,-0.4848038882965903,0.026631152420829463,-0.04406604039595363,-0.32447391846446755,576.3164625026949,1374.2453712974436 - 47.29682149332181im,1453.856386490433 - 23.177817629966505im,1393.1776026060527 - 1.5178580233741804e-7im,1455.6921597156404 - 33.72259049145303im
314,4.08,-0.5312693840776717,0.07509270000415492,-0.045223207156520895,-0.281000199026976,595.1949340274465,1376.91076219126 - 50.36746927820427im,1432.2731749256466 - 23.61461353519518im,1396.3780951503786 + 0.0im,1431.2423510703634 - 38.12651697153682im
317,2.53,-0.5263513459049979,0.022388429474652943,-0.03711761758817803,-0.26102036509369236,549.3557589760661,1375.1925948376065 - 44.53853708846584im,1459.5079498989478 - 22.886806214984926im,1393.0419862330943 + 0.0im,1458.645716057124 - 30.592843727467127im
324,2.44,-0.5354567559887595,0.03241027614840088,-0.03188583183044671,-0.25939709478693684,548.7799937881482,1375.8753718928722 - 45.76814093695725im,1457.2347218838954 - 24.14415120534728im,1393.0500436207221 + 0.0im,1455.8230412449252 - 32.11067091606205im
327,2.54,-0.4272193925418787,0.003612233564868457,-0.016880229803582694,-0.3345178732152835,563.8974954592326,1373.4163008436763 - 38.930637283650185im,1458.5497647461243 - 21.355843069938388im,1394.6953769497504 + 0.0im,1460.5352347436194 - 28.5485858139673im
328,2.77,-0.44862328497479625,0.07566925096230512,-0.0072692744754911665,-0.3171691794629829,558.7305914544274,1373.0249659256772 - 58.540283370228494im,1442.122467816678 - 18.12862154492826im,1388.3603536527085 + 0.0im,1435.475891260871 - 26.75377870200854im
329,2.35,-0.4970137447465187,0.02404848192841929,-0.09280871483702313,-0.32474420203827803,600.1869692446504,1370.4841683070451 - 53.22193755343742im,1452.5345356807934 - 19.000219729147158im,1390.0683440185974 + 0.0im,1454.80448338651 - 31.633848008465236im
331,2.95,-0.4393635555746157,0.07408701134902297,-0.04429091010194238,-0.35493515297748546,586.6895840376831,1368.210411182405 - 64.45314954713486im,1440.5563331703709 - 15.049893976419236im,1382.238338602293 + 0.0im,1433.1379925316987 - 25.031175332008843im
338,2.48,-0.4963922310751705,0.040648756799022814,-0.03432035054363019,-0.3304759319675118,555.537371207777,1373.9548083546356 - 57.61508599710662im,1456.4948274090987 - 20.97943147904275im,1386.3212112745325 + 0.0im,1454.7325435806 - 31.067980018299647im
344,2.35,-0.44823740853107163,0.03515080980888495,-0.044878223081993206,-0.34199058507481117,563.1392422710733,1371.2179431784027 - 58.509686228327794im,1454.4166709902902 - 16.98473812929084im,1383.9691827601603 + 0.0im,1451.6079130804208 - 25.67617960561393im
345,2.61,-0.5750996245915614,0.04819681392226815,-0.06716627879360151,-0.27904893981366774,556.2422290166605,1374.2293082301173 - 61.26471859479606im,1457.1413091812622 - 21.77294450970682im,1383.2069664663895 + 0.0im,1454.489300039194 - 33.112027906636214im
351,2.45,-0.43285017879561366,0.018799253075759866,0.011076144362110421,-0.31649327641806013,553.2668413857837,1374.612955115877 - 36.32069372447318im,1455.3085775273116 - 23.750406228983685im,1395.6700489513323 + 0.0im,1454.8169945250784 - 30.10958068656006im
354,2.67,-0.438301649047933,0.030188950858828827,-0.04389421770796757,-0.34484819149337714,548.8824577249125,1370.446092942706 - 62.0793918277422im,1458.444739694827 - 14.65566943530984im,1376.2258436145717 + 0.0im,1454.9115732470993 - 22.113621996012586im
358,3.52,-0.4972833601972658,0.06565452350787689,-0.009131304794012338,-0.26829601692831984,570.9065520856881,1377.6120315201292 - 41.89196786657015im,1437.8046421302179 - 25.581132835395497im,1396.5965095987901 + 0.0im,1436.6014051510545 - 34.46945889434503im
361,2.43,-0.5429338806750303,0.08665627249082666,-0.0086524609891509,-0.3107234850539177,548.820759574719,1376.1131226081254 - 64.24242111224078im,1445.77294535371 - 23.39618936869068im,1385.4296116197302 - 3.2021024112279363e-7im,1440.0521050074876 - 34.8413037701912im
363,2.53,-0.36114125037415556,0.01096729600004704,0.024109330218053344,-0.4103011771879713,556.3510846071433,1373.566804946716 - 43.86366781441957im,1458.2769147712736 - 20.90696015927275im,1393.3270369733673 + 0.0im,1459.8475016389755 - 28.450503418694034im
366,2.37,-0.5411463349217972,0.08534263648802676,-0.02920835035653179,-0.32189952298249586,556.5081255379573,1373.2996262409897 - 68.77406417926782im,1446.7486853251733 - 20.993606769567208im,1377.1869221152756 + 0.0im,1439.7107184638662 - 32.63235712748354im
380,2.83,-0.43823921641278946,0.02416211106027364,-0.06811471150778609,-0.3406160803881412,612.0480313162415,1370.8500357601217 - 44.306645357036736im,1443.6397202817884 - 19.39822141461486im,1394.818951702211 + 0.0im,1446.4059227761138 - 31.44789985751067im
383,2.47,-0.4592940862594781,0.029590877066483754,-0.06352301498886896,-0.3008553025262084,554.7132200726156,1370.3388381183836 - 59.259556122758504im,1456.06083202106 - 14.508769093880368im,1380.458270955735 + 0.0im,1451.893137074939 - 21.54460791076571im
389,3.1,-0.4437654807471782,0.04961065353362535,-0.029024033830027586,-0.35743605853844973,596.7494100643206,1374.0922708344456 - 48.48294482249732im,1439.8094675034185 - 22.339799198682904im,1395.0927341040629 + 0.0im,1440.5352541062216 - 35.219710333253246im
401,2.32,-0.44755631916714367,0.05412096778504752,0.00430777426054222,-0.3725977929852198,552.6684309156469,1374.435572060275 - 58.16248065911325im,1451.9106922889785 - 21.635693016555365im,1387.3768523617882 + 0.0im,1449.0574816438534 - 31.576911197734052im
402,2.71,-0.44607777875688365,0.0077881877491132595,0.003404917130925854,-0.3661158217389957,560.7797465646667,1375.161475566509 - 38.49220808402526im,1463.1418245504985 - 25.941233064028335im,1395.174567708963 + 0.0im,1468.6705198098043 - 34.63287567482891im
405,6.06,-0.4269394295617214,-0.013741923015840408,0.00013454546147500385,-0.3217000639825312,581.4253183604259,1372.2573325279145 - 11.79566771471908im,1458.5031479280947 - 27.59460349621384im,1397.4764755977963 + 0.0im,1465.2695724394102 - 33.19950982179064im
407,2.81,-0.4891128334377489,0.05950226750167611,-0.07150108269125804,-0.2440987577247171,571.8781639250774,1370.4145358474873 - 56.69438067666406im,1443.1748622404134 - 15.123282900218117im,1387.1886371063451 + 0.0im,1436.038748931987 - 22.601328424356225im
412,2.75,-0.4306228070541401,0.06775545167771274,-0.05141429514820007,-0.35418520938070197,586.34604658578,1367.4295882412375 - 64.32000395664775im,1442.3496519248367 - 14.2275342565483im,1380.0973583429557 + 0.0im,1435.3096293231151 - 23.386651847266396im
414,2.46,-0.5285960191034166,0.07836690182200141,-0.057277589691504836,-0.30097362156754626,572.8531160272614,1371.0914566859847 - 66.07694762783008im,1444.090413353679 - 18.254249410218787im,1381.0575952152385 + 0.0im,1436.7050099684761 - 29.189487601265895im
418,2.65,-0.5848788407324554,0.017517810117746432,-0.06294192704841856,-0.2366726774479975,567.1000511187981,1376.0751686152296 - 38.040728964645695im,1461.4015983866911 - 28.28628756684799im,1395.530296810423 + 0.0im,1464.6892509615993 - 37.97091251999355im
423,2.31,-0.48231159161586956,0.046785698464403454,-0.038092876664312575,-0.3337698677994759,567.550816633354,1373.27659746055 - 57.07290089560236im,1451.24917690493 - 20.59913400329206im,1388.0650141267326 + 0.0im,1448.9302003408525 - 31.108407059266835im
426,2.82,-0.5195861504669258,0.0872916804754151,-0.033583087319633526,-0.26475800295399743,558.5914271233452,1373.1721121574717 - 61.866066215747075im,1440.990421901901 - 18.267649488152717im,1386.3838980174703 + 0.0im,1432.9529537487874 - 27.39520970140313im
429,2.88,-0.42564415731663463,0.0653115180270941,-0.006361712098283536,-0.3161428869677156,561.264094940988,1372.9595786806776 - 54.19192992935717im,1442.2328244723296 - 17.907408269130702im,1390.7106108396806 + 0.0im,1436.4227104633123 - 25.93198140851468im
430,2.46,-0.4011070340889966,0.01998942678133917,-0.01966943565400056,-0.35531392577678406,577.1901429553637,1372.7801116737653 - 43.38967153031129im,1450.3901661525185 - 20.349475774015243im,1394.1349237282027 + 0.0im,1451.1241524480386 - 28.786208349697855im
433,2.6,-0.4575413445241778,0.02268208978572716,-0.0672154081417403,-0.3189416222775385,560.8207128491646,1370.2890819416702 - 58.58486607462594im,1457.6737527846685 - 14.831299986962392im,1381.652557539491 + 0.0im,1455.1601273192005 - 22.570533996307688im
434,2.42,-0.5851522245837264,0.05012577830687001,-0.07329539368981156,-0.26027283524112066,569.045617142529,1375.216903195464 - 56.174324300287445im,1452.3782370940717 - 23.961403139563085im,1389.677366171065 + 0.0im,1450.5137029795433 - 36.02132942150239im
436,2.47,-0.367546684190032,0.021189159973590423,-0.053425771093548416,-0.3602818483802699,567.1076598049236,1367.9033866407378 - 58.43346106494226im,1453.7347195747268 - 12.119461641538912im,1380.54073972798 + 0.0im,1450.0668998799563 - 18.412480085196062im
441,2.34,-0.6488303870274537,0.07201040010530341,-0.10296319958631264,-0.2033034371943246,554.723521093744,1372.318648588821 - 68.4508488661978im,1452.192057113937 - 19.326204225955607im,1367.8574395977364 + 0.0im,1444.8979779539247 - 29.52247411411495im
444,2.59,-0.48010920390506023,0.011050930278518126,0.004382975385309858,-0.30780504087536315,552.4560129511244,1375.2973154863312 - 33.33579441036491im,1462.1313987241936 - 26.870030006383818im,1396.1305800800176 + 0.0im,1464.2154130773722 - 33.81964231401422im
445,2.48,-0.540403822198553,0.039158113381322295,-0.03237191037457592,-0.27183917201132357,545.8338725251674,1375.914107247696 - 51.046268851345154im,1457.453624134969 - 23.52187797547213im,1390.6752690810065 + 0.0im,1455.4893499172051 - 32.23939547988067im
446,2.32,-0.5077796287046108,0.05479539731398077,-0.05029756993138253,-0.2931084152084522,567.4352841197287,1373.150498483958 - 57.26582594999925im,1448.2927665285113 - 19.849097566745385im,1388.234108243974 + 0.0im,1444.1923012561076 - 29.734867231884632im
451,2.54,-0.46089227648476205,0.0622997405048324,-0.08894993420111533,-0.37268610154697435,611.8154862237716,1363.779546957476 - 67.2616242071229im,1443.5300753115148 - 13.635012317485586im,1375.1737588932974 + 0.0im,1437.7314629445598 - 25.19446372845762im
452,2.41,-0.50369649438013,0.07439478222151397,-0.05081475612983629,-0.29441478890162814,565.6881798893933,1370.905302450787 - 64.4225255513221im,1444.9604544574347 - 16.996268781899307im,1380.6265241856543 + 0.0im,1437.4899344447272 - 26.086892597750406im
454,2.48,-0.4749178565560185,0.08269049426524672,-0.018948493345088278,-0.33371492833872024,560.1660941797256,1371.6998426621676 - 65.67354236168069im,1443.8695938705434 - 17.88058804441925im,1380.6059782534303 + 0.0im,1436.2603846963152 - 27.404896719923933im
456,2.78,-0.4990200278475988,0.025006783563711693,-0.05151558514765571,-0.3085091869709873,600.591549563299,1375.2266584617673 - 35.3446004925636im,1446.9732946828271 - 28.21339062609709im,1396.8253154787526 + 0.0im,1452.8222707091788 - 39.978377626319414im
457,2.63,-0.4736940199257328,0.010761143177721116,-0.03414693353089765,-0.319622290133523,591.9342638138544,1374.5224629895254 - 29.851570881905662im,1452.7039426762924 - 28.419184767001113im,1397.0187311920783 + 0.0im,1459.5925416558505 - 38.02543564321972im
462,2.84,-0.5021614678396423,0.0822084037115994,-0.05689286749373637,-0.3309750545747739,587.484889853703,1369.2541711760018 - 66.93816054228704im,1440.3658028886832 - 16.996733026959497im,1382.0791030929174 + 0.0im,1432.3047700078562 - 28.95941413311355im
