i,fval,d1,d2,d3,d4,lam,p11,p22,p1,p2
2205,3.43,-0.4100277644632043,0.0642447475731015,-0.02849380844164212,-0.4284112351880227,612.4534475486902,1369.789896676696 - 59.886796025041605im,1436.5327943887737 - 18.279706126263918im,1391.615588814681 + 0.0im,1434.3948607780444 - 34.58939116033544im
2211,2.49,-0.45878120298867753,0.039752500012039074,-0.003701130605586765,-0.35859933185757714,572.8349886904665,1376.3530872313167 - 45.05440481901702im,1449.63367944683 - 26.913483143501207im,1394.932987954932 + 0.0im,1451.7896639975806 - 37.6532904717261im
2212,2.31,-0.4530678941326473,0.05664838617647269,-0.048600563610059856,-0.33422321576309993,572.5155553603162,1369.9352816310493 - 61.850175397637614im,1447.3439743849347 - 16.17324230107504im,1382.2795686816783 + 0.0im,1441.850258511037 - 25.180689059139695im
2213,2.69,-0.5677583389611072,0.017164169481063068,-0.01880716187490399,-0.22261536174431779,564.0754238727841,1375.3288620873411 - 19.370576824052424im,1459.7570366340672 - 33.82488684354848im,1397.4452698806028 + 0.0im,1461.8259952160365 - 39.8380358464567im
2219,2.32,-0.536777586882984,0.05015271980885621,-0.05168369270488676,-0.2716243015364502,561.6194085121103,1374.6160227070868 - 54.68971837297421im,1450.9318966541032 - 21.838886060577558im,1389.7803418720787 + 0.0im,1447.8236878654848 - 31.624153270665115im
2221,4.32,-0.3211129378658834,-0.01542219513620604,-0.056722518098395625,-0.381098941366771,637.4510941903915,1367.6292252353405 - 23.10326798118239im,1439.0142942814139 - 16.715797971401802im,1397.1708159277816 + 0.0im,1448.3096833808072 - 26.260137007314484im
2222,2.5,-0.42264435278786966,0.0006748040651473539,-0.054426476482598726,-0.39261716599012136,604.6858970844179,1371.7330171146377 - 42.40517635660891im,1455.6019703283964 - 21.780532130015064im,1394.4083937102175 + 0.0im,1466.7417551409244 - 33.624157033070524im
2225,2.42,-0.4123445345128619,0.05221479174184615,-0.017467324208342662,-0.33489976422249845,560.2493853956419,1371.5474013779778 - 56.42155290749172im,1447.0933048277884 - 16.618166462506426im,1387.1322672595743 + 0.0im,1441.7290112963394 - 24.17757859305537im
2230,2.81,-0.5012746213345246,0.050114022372188156,-0.03938351210121533,-0.3288704093303637,592.4311877637049,1376.1470862950953 - 47.774625307098496im,1442.6138653923529 - 26.210495507304284im,1395.3595007347112 + 0.0im,1444.6024457041763 - 39.863700998179176im
2235,2.51,-0.4935767843759352,0.009788930596866106,-0.04048466592368108,-0.29340477737375587,571.1365020809029,1374.4160173136154 - 37.48559882668849im,1458.1858378637298 - 24.494610641285963im,1395.4578903031932 + 0.0im,1461.3534238055238 - 32.888053928261556im
2238,3.14,-0.5256851223123513,0.08023688534754911,-0.06702220693592564,-0.27225409514717447,583.3418845876703,1370.8961448440975 - 62.04021926948698im,1438.850274253868 - 17.08401333567212im,1387.5195693987516 - 1.502073938174842e-6im,1430.9390716450882 - 28.01071782388387im
2245,3.08,-0.4229398331953603,0.029305601216227665,-0.06253061165161994,-0.3730003320924704,621.385445512468,1370.3666835814108 - 46.18394511707995im,1440.8679835022879 - 19.325418169556414im,1394.8837533625247 + 0.0im,1444.5726008974236 - 33.38269885832061im
2256,2.86,-0.513471009917888,0.03063949585651845,-0.09359751552210577,-0.29593283355186956,618.436899132603,1372.1269554967482 - 44.23294744092031im,1442.8906448744701 - 22.149212683467326im,1395.5628200171477 + 0.0im,1446.3179268017745 - 36.61359962588795im
2259,3.76,-0.43422186293922105,0.06635504904914455,-0.010554846946785178,-0.33364261041916005,584.0701700768692,1374.4732411801128 - 49.79888421753636im,1435.8840568627948 - 20.45713415075878im,1395.1653888734406 + 0.0im,1433.1810713482275 - 31.61074673641054im
2266,2.48,-0.37398766449682774,0.012365218882610586,-0.013988515611156924,-0.3802625692323005,563.8224888413035,1371.774156867025 - 48.6877232176116im,1455.8471707161905 - 17.4239490512163im,1390.6797916176436 + 0.0im,1455.6565305726886 - 24.89997966904985im
2268,2.27,-0.4299887419981304,0.06404482073728766,-0.04821332707652579,-0.36419745005425347,573.8830553842214,1367.281393915882 - 67.43498965913393im,1447.3027443983017 - 14.113629406264788im,1369.574818044745 + 0.0im,1440.5709836473554 - 22.41203118556122im
2273,2.52,-0.47090504761786117,0.02087770138996416,-0.053256756966773997,-0.30528523523888434,558.5855221596663,1372.3074520630219 - 52.89278286545537im,1457.5896437009849 - 17.5620614166371im,1387.9084702893808 + 0.0im,1455.940161959995 - 25.540677877762313im
2276,2.44,-0.6072076363564084,0.048675380470747126,-0.06425836309102768,-0.22183177585849007,551.5923898659881,1376.4289584350913 - 53.368176325817984im,1455.184885454816 - 24.569412952832284im,1390.2047078605374 + 0.0im,1452.5675510967196 - 34.33711921336067im
2277,3.44,-0.46543337163327264,0.055430688835075854,-0.08008348434467435,-0.3448535204825804,619.7174777966502,1368.0224421137157 - 56.834975807695116im,1437.6836322398274 - 16.28299254397158im,1391.4103056286965 + 0.0im,1434.4933748685805 - 30.538658458972836im
2279,3.4,-0.5514092692072536,0.08973448972363474,0.032568560401366096,-0.24422715654774232,546.115763172043,1381.825828225888 - 40.24234854095689im,1437.8286556294775 - 32.21755724964699im,1396.9507845461872 + 0.0im,1437.4294062257566 - 39.04976109308844im
2280,2.33,-0.585744299043523,0.0749698702416427,-0.053249488310277246,-0.2636244223074128,550.2640085517784,1374.1772363840344 - 65.73346568799263im,1450.3151713495263 - 21.272119761390048im,1379.2354911103043 + 0.0im,1444.0485550647804 - 31.770992490848236im
2292,3.32,-0.5459755615259817,0.09036420749290239,-0.007283953581366728,-0.2663383701999308,561.7803041864396,1379.0802975513573 - 53.21482753566093im,1436.318737392413 - 25.390711252576768im,1395.0356814808074 + 0.0im,1433.306502321072 - 36.94583173258887im
2293,3.65,-0.4619238659652237,0.011648280426185646,-0.05860230590729845,-0.3790576782360482,559.9674216445138,1371.0063556028108 - 61.2269700290536im,1465.7339993095197 - 15.27418576997427im,1378.6865251928505 + 0.0im,1468.8905851297113 - 24.82452724433692im
2294,2.72,-0.5573325532778826,0.052554181705163155,-0.03604006326651345,-0.24161763115417573,568.5760612879599,1377.7456349464962 - 41.60595475445293im,1445.6640073169312 - 28.34127938601925im,1396.0560722480222 + 0.0im,1445.3255562067015 - 37.34548262594376im
2297,2.74,-0.5445275286524022,0.0469300804976306,-0.030766459326985122,-0.2457003566398263,569.3386816886413,1377.423659510437 - 38.17772782682569im,1446.4716942110074 - 28.834708365591606im,1396.491229710842 + 0.0im,1446.6246902765213 - 37.14132934408536im
2310,2.48,-0.5241933428267277,0.040002703025872006,-0.009161449750730712,-0.2956426973975944,547.6874725540965,1377.0520028663782 - 46.601360409807064im,1456.848874916866 - 26.850826506786888im,1393.3454358256042 + 0.0im,1456.3189736609506 - 35.65543878607149im
2318,2.37,-0.4768558764608296,0.0559308002861415,-0.02159309010472865,-0.2793404630726935,550.202000019563,1373.84003443694 - 53.86302968490154im,1448.1912978811833 - 19.16818174024845im,1389.4437359625585 + 0.0im,1442.9234881662924 - 26.61956913715327im
2330,4.8,-0.45494484666974355,0.0680944524426042,-0.0170973845943079,-0.32566876704021186,598.4904849348856,1376.455540255913 - 45.10719955231616im,1430.100188678661 - 22.743868678062498im,1397.0162890149086 + 0.0im,1430.6428365331913 - 35.938574310047166im
2336,2.75,-0.5434568970371126,-0.003220387211258481,-0.02175769848522027,-0.252375096893785,564.5871960751325,1374.2008378692067 - 19.58345129725912im,1467.2457305882783 - 30.522538482915394im,1397.3441344487376 + 0.0im,1472.9647583770777 - 37.38105997860055im
2337,2.77,-0.4193980686140302,0.07645772681433771,-0.03896706163382966,-0.3520581812833836,575.1654248626285,1367.2155025614509 - 66.65309004888041im,1442.3978986869247 - 13.433890428218367im,1373.8819842518712 + 0.0im,1433.9928981625962 - 21.1147795347354im
2342,2.4,-0.4225791352299803,0.03781278592595372,0.0002683101045953193,-0.33418977010226536,557.8180349811279,1374.1569205375874 - 47.0942924539558im,1450.0473355468262 - 20.967031465834562im,1393.0022464578137 + 0.0im,1447.749842931398 - 28.67394457444993im
2347,3.67,-0.511286947820731,0.09285515937788572,0.010517802258926283,-0.2500105883151964,552.3999043635735,1378.1190841971386 - 50.1662539642002im,1435.5819498881897 - 23.06747578589382im,1395.320788402495 + 0.0im,1431.1134379454238 - 32.19254178634969im
2354,2.98,-0.48337123946792276,0.0664560673881312,-0.04562620834514293,-0.2668051754636549,570.3771594259299,1372.3559113436309 - 55.221309958026374im,1441.199539165276 - 17.42414215924403im,1390.3841437529838 + 0.0im,1434.8555554678082 - 26.043926013405898im
2357,2.31,-0.5575459484995411,0.05558600368368759,-0.05544010083634754,-0.2535012467865488,547.3146265922653,1374.0146163794082 - 60.021356154828815im,1453.5624091068387 - 20.007800739659466im,1383.6524392015233 + 0.0im,1448.5813593428275 - 28.81436243822702im
2361,2.47,-0.533646759291711,0.04551926624738532,-0.018449316076371926,-0.3014274076743243,556.2209768927514,1377.4054562078638 - 48.463300236465095im,1454.2448839501888 - 27.78691824641012im,1393.336860035225 + 0.0im,1454.3273046007037 - 37.99394476012489im
2365,2.5,-0.530299441882987,0.0706508154941748,-0.03347257520234129,-0.30523507830196206,567.7585752952248,1375.3709859022604 - 58.82920110957258im,1444.7211252120367 - 23.052570417721196im,1390.10956945881 + 0.0im,1440.895367271284 - 35.102024721572405im
2367,2.91,-0.5196473304538727,-0.0034788541072496154,-0.0408499926007133,-0.3108130179475567,576.8346248379345,1374.8505867082174 - 31.679181359545442im,1467.4864106953855 - 28.588438235752268im,1396.4225955548911 + 0.0im,1479.817195984226 - 38.99854979184865im
2369,2.79,-0.43427417529871176,0.057236429965589086,0.004054965468648732,-0.34568397347009266,569.4542001585303,1375.3648318560981 - 49.05492136891703im,1442.787482129942 - 22.649474806122424im,1394.225103471093 + 0.0im,1440.8818792365896 - 32.4419308825591im
2373,3.74,-0.48184400804969474,0.07660787854036503,-0.02703942463663927,-0.3177440382729604,587.2779298235432,1374.6698674844997 - 54.61285739748048im,1434.788710760325 - 20.745206236788853im,1394.5531372665298 + 0.0im,1431.1488901297896 - 33.89368528409307im
2377,2.36,-0.5224538775401517,0.04506595518471684,-0.04097403929837019,-0.29073044793907354,563.5036991774535,1375.27051001205 - 51.82557074220365im,1451.7313597948682 - 23.385734739041748im,1391.5994027527927 - 1.8159375361930113e-7im,1450.1653433406295 - 33.46575816485388im
2386,2.77,-0.46700106429055716,0.027837112552020937,-0.0076374248438958806,-0.3309215966269706,583.2934576788465,1376.2404296125706 - 31.81311110845871im,1448.8855496079434 - 30.48095242054131im,1397.08126274273 + 0.0im,1453.5600133068967 - 39.59490309638562im
2387,4.09,-0.5159322585443761,0.04064637639774233,-0.11464672100650025,-0.28496764317893647,639.022653804186,1369.2135664224236 - 46.131488140124254im,1434.9088510272124 - 18.205871614468364im,1395.9324908285548 + 0.0im,1435.930215557627 - 34.530554774609215im
2389,2.27,-0.5455323814637991,0.058181764828532934,-0.11685266114458417,-0.19703822353424597,562.5871544144895,1368.0056253878445 - 64.63253516389628im,1449.0540048959654 - 12.57444716761925im,1370.2852198171645 + 0.0im,1440.7864328917785 - 18.609301202058603im
2392,2.6,-0.4415870415894876,0.05835923504803678,-0.04421447790134207,-0.30882716480640093,570.5585482354763,1370.3301127996729 - 58.412861334903006im,1444.4905320572648 - 15.538739575991997im,1385.870506331947 + 0.0im,1438.1892791959 - 23.48383843496332im
2395,2.74,-0.41122486801091007,0.022923951213351626,-0.07351967244625399,-0.30577883803794664,549.0554431862244,1367.848097682927 - 62.64631504690614im,1456.863226584039 - 10.62514712583612im,1369.9880625912645 + 0.0im,1451.584181234996 - 15.855751853083735im
2402,2.84,-0.560720616612784,0.027798253239776256,-0.08903510504621345,-0.2569878428347323,555.0786553347064,1372.5938953907923 - 58.77918772692495im,1460.8544275644736 - 17.740908498152532im,1382.544575571834 + 0.0im,1458.9125907397313 - 27.043589281173578im
2403,2.69,-0.5477876603171495,0.07721715365912932,-0.02430452460650602,-0.27499925077942927,561.7410591942185,1377.2418988847164 - 55.493676611011075im,1442.3119945252454 - 24.55277078699951im,1392.6442968756476 + 0.0im,1438.688821516649 - 35.78335183652226im
2408,2.42,-0.49255235319856266,0.01978344364168983,-0.04420505189661132,-0.2694569358221889,558.760308151705,1373.9014835527985 - 44.206115608563174im,1455.9666854337447 - 20.840900899462998im,1393.157414801845 + 0.0im,1454.7705413771628 - 28.29444480238396im
2423,2.44,-0.522031424629597,0.04831935196541083,-0.04447179804748878,-0.2946843432241498,546.0137780238861,1373.3579956438832 - 61.15726478003382im,1456.2390041458527 - 19.174914937960665im,1381.2857766890947 + 0.0im,1452.0714335548982 - 28.083995749245208im
2427,2.71,-0.44738738896510033,0.07150560646166162,-0.061842560468036975,-0.2976376068168603,570.7203168615882,1367.3092936840726 - 65.12425562082932im,1443.5615061797455 - 12.624819762219266im,1373.8985340347967 + 0.0im,1434.8860278061406 - 19.159616169175266im
2429,3.5,-0.40012078282310365,-0.004547627986283026,-0.07020197801545967,-0.3141161634064876,546.3331564561257,1369.147999302688 - 56.656674598190634im,1461.6472160498577 - 10.37709095405905im,1379.8795256184735 + 0.0im,1458.8640923520686 - 15.685674458689265im
2430,3.23,-0.5344871561821233,0.08325152547912772,0.014282966103763409,-0.24481632102171255,549.6145847363566,1379.6981920944024 - 44.52514092477787im,1438.9249910555745 - 27.604787799406385im,1396.171672261891 + 0.0im,1436.6914943225731 - 35.52692269834164im
2431,6.74,-0.4314371674208022,0.03512761996932043,-0.029704199022919396,-0.30257988659159235,597.6615100188674,1374.0173437977157 - 33.86505421542741im,1437.50024020977 - 22.745427411747933im,1397.1320267684746 + 0.0im,1438.891818816865 - 31.80214707057915im
2433,3.73,-0.46890918206817916,0.07512346212757788,-0.017267283246148953,-0.2622099121911637,566.0378397837419,1374.3925918769025 - 50.53996102901398im,1436.943538972898 - 18.904898877400903im,1394.1023115898104 + 0.0im,1431.161182270062 - 27.510562862113204im
2436,2.77,-0.5455736044138623,0.034572829322184126,-0.06536522435623758,-0.27853932994198793,548.860302494557,1373.3945092860497 - 59.39181866903152im,1460.2396263079352 - 18.953222040681382im,1382.4677419610869 + 0.0im,1457.821472608379 - 28.30944670143727im
2439,4.26,-0.49101785312335783,0.08431754400154366,0.004686814396586421,-0.2726840743504979,568.8198102564297,1378.4450409048945 - 45.98312873929007im,1432.5196378255177 - 24.068334016143893im,1396.6759587239653 - 5.81655384605586e-7im,1430.422671324001 - 34.197149694402505im
2448,2.95,-0.49144162854701506,0.04270326593931809,-0.06791829380503091,-0.323220438473616,609.1498675154951,1373.0098860048527 - 48.2260866507052im,1441.1228781659622 - 22.194340793225436im,1395.009463194902 + 0.0im,1442.7495859068927 - 36.541288923627654im
2453,3.18,-0.4934125545662298,0.060542587825027465,-0.02927538644652922,-0.292598566123091,580.87804040983,1375.9492563374877 - 47.35499518568323im,1439.309691677496 - 23.500451154502247im,1395.4711423875992 + 0.0im,1437.8810053579252 - 34.39137856848053im
2456,2.48,-0.47781643432784215,0.02713578902523644,-0.020168117292281768,-0.3119832149958464,550.2255660584291,1374.6401132889678 - 48.73397822896564im,1457.8325966199964 - 21.590397573361447im,1391.3691911714125 + 0.0im,1456.7122552034352 - 29.713982366686448im
2459,2.28,-0.5012736115174518,0.05069910113366455,-0.036135087567480934,-0.2865060036420019,554.1179678237594,1373.8945749288143 - 55.66919218700473im,1451.0868545582696 - 20.015502368934623im,1388.1780612711163 + 0.0im,1446.9023967317107 - 28.551178118991498im
2460,2.38,-0.4770123451251671,0.041733269906704194,-0.08043601673181586,-0.30968483565538474,590.9132227360492,1369.6629455518244 - 56.54981957023549im,1447.1153023632314 - 16.59918682083278im,1387.8015364139444 - 7.955520985302034e-7im,1443.9537020898254 - 26.87758022190165im
2464,3.23,-0.6111103967881208,-0.005138024190376823,-0.08523842756161544,-0.2042521408522202,560.2761212063651,1374.8508404013523 - 36.12752862454621im,1470.891116005748 - 23.706773489399648im,1395.128825125629 + 0.0im,1476.669084954998 - 32.21503164074912im
2481,2.75,-0.509842248534975,0.02641378629304398,-0.043145759450022664,-0.29462011209190275,545.3476886134015,1373.9840604106319 - 54.42411804420504im,1460.924693674015 - 19.41346822977695im,1386.8947632306313 - 1.4520933696006584e-6im,1459.2305774380625 - 27.864543218326702im
2486,2.28,-0.46961837733163597,0.07128178564059673,-0.032363692836438133,-0.31448237001149104,555.0563135342294,1370.832783741903 - 64.7568730055919im,1447.244220688395 - 16.32868045283354im,1377.3686488214582 + 0.0im,1439.8749682485097 - 24.22333905805733im
2493,2.41,-0.43664973293076814,0.053608636798700766,-0.03365448568110241,-0.3887635172692937,586.9386263682146,1371.116269834148 - 59.83210717601917im,1445.8233421809502 - 19.11101453340613im,1387.726140146294 + 0.0im,1443.4857645020074 - 31.53803539949593im
2495,3.88,-0.5136015850324291,0.05289317096556132,-0.05256170981136654,-0.26108261839666064,597.0984233005571,1375.9746781285173 - 40.18243036661971im,1435.8165903424213 - 24.515890824205094im,1396.956994134378 + 0.0im,1436.5031053838482 - 35.66071772908311im
2500,3.0,-0.3982833413154595,0.06415715235744014,-0.02413305488553167,-0.36198079815549467,580.0703078457017,1369.725816308151 - 59.148727397707084im,1441.0249109475305 - 15.415653773802855im,1387.076067420707 + 0.0im,1434.950028717084 - 24.485383241283536im
2502,2.53,-0.5576438526446034,0.03576143165318571,-0.0669514913673818,-0.24615273192200665,581.5435274499017,1375.7803042349035 - 42.026524007698555im,1449.2137138125365 - 26.352003976771357im,1395.5499245550388 - 1.6125388841298369e-7im,1450.2403721455328 - 36.73047548264527im
2505,2.48,-0.365075826766779,0.029590903552222426,-0.026498093414790348,-0.36813680805493,550.3463093188648,1369.1622979400447 - 60.38847456654166im,1454.9416130681007 - 12.904151066931629im,1377.9596429734356 + 0.0im,1450.1903790383653 - 18.967867175930706im
2507,2.34,-0.4397816877764021,0.022714302001384627,-0.07566709525294318,-0.39630307389015135,609.0322667013432,1368.8610950023321 - 55.70281452274149im,1452.0124670767013 - 18.038347078722886im,1388.5822429967056 + 0.0im,1456.505329634881 - 31.864011864540394im
2511,3.01,-0.49006613054948217,0.02735870393262266,-0.08479621087579686,-0.34519316058664645,567.9729434906785,1368.9478520769208 - 65.5592037147228im,1460.6945214702537 - 14.65182830741614im,1370.192843349528 + 0.0im,1459.8489351564265 - 24.425761672977934im
2514,2.49,-0.4513789290375461,0.021147705461509278,-0.05215750451444915,-0.3581163848416909,575.3214969459428,1371.767332944949 - 54.148539639978175im,1456.7195021931868 - 18.68420044623229im,1388.271648459298 + 0.0im,1458.0162429219351 - 28.813070802489978im
2515,3.15,-0.5140693031177851,0.06505958508177012,0.009970074182164397,-0.27071546762483745,561.2467624443293,1379.1202471016927 - 38.11878443456156im,1441.2969944077774 - 30.11481624915677im,1396.8930038949402 + 0.0im,1441.1962253659449 - 37.63173873023487im
2520,2.56,-0.34736026349628457,0.048459759559216255,-0.05531834569389782,-0.3709957884464016,577.3423783849396,1364.6945242242425 - 64.33099662407936im,1446.8543291408218 - 10.134069212542633im,1370.5392908087379 + 0.0im,1440.2717584956174 - 15.75364161070388im
2523,2.6,-0.5312467735085296,0.026930137259244914,-0.03818295446355279,-0.2569700544770052,575.199772476035,1375.978410568346 - 33.165823434910095im,1451.710565749219 - 28.933288941645955im,1396.7687613008704 + 0.0im,1453.7819312349916 - 37.14852379083111im
2542,2.45,-0.4826593449337686,0.031503554882408524,-0.007809570070757579,-0.317914965941526,562.3641349164395,1376.1865066217554 - 41.21996290743129im,1453.9843481345076 - 26.86267780995273im,1395.2211988598372 + 0.0im,1455.2023254397825 - 35.57534239199273im
2543,2.91,-0.4247357838497035,0.0593269779397207,0.015970868309894054,-0.3072507905043441,554.6453856373441,1375.0452863922553 - 46.494865613011626im,1442.9501312043174 - 20.990275200890224im,1394.3068358832195 + 0.0im,1438.8371665317213 - 28.273524789399293im
2544,2.94,-0.4479094192495868,0.02599893007335693,-0.06646600261568857,-0.3430059493092211,615.5907084862872,1371.6111417969964 - 43.10727900552833im,1442.5722823668918 - 20.927603302288578im,1395.521433328777 - 9.616690313222465e-7im,1446.5567671277452 - 34.04775758872305im
2560,4.06,-0.4678300183081493,-0.0007030435302565266,-0.11578551430947867,-0.3581721037206732,581.2500307960645,1366.8772530799033 - 63.1407523025259im,1465.0560476624205 - 10.537106584481688im,1372.6655459185288 + 0.0im,1469.2337086942296 - 18.079632862326612im
2563,6.82,-0.42226624712008926,0.006121070301374015,-0.057580066696512985,-0.35367504930834104,634.0947094219265,1371.8679503575977 - 24.690710166606706im,1439.8067894782832 - 24.981687639429353im,1397.437131119235 + 0.0im,1451.342330505873 - 37.75858621115142im
2565,2.48,-0.4849297707241064,0.020442708946222535,-0.034240529137266225,-0.306981232805433,578.0625022183103,1374.9609483342192 - 38.0115414099082im,1453.1882313066872 - 25.938681165683544im,1395.860314945722 + 0.0im,1456.272047628549 - 35.18727344578382im
2570,2.48,-0.4511990164787209,0.07287567343769906,-0.059784248169298615,-0.33024360758056653,575.464396805377,1366.735246718043 - 67.869183815821im,1444.6023297084407 - 13.331886497676356im,1367.8360593910604 + 0.0im,1436.3644602788636 - 20.963485008296548im
2572,3.01,-0.4039963212164933,0.049496094278227515,-0.00564667892224854,-0.3364347198302401,573.4220457829308,1373.3956335325452 - 47.4324275957762im,1441.995174770186 - 19.505136392377565im,1394.064630349272 + 0.0im,1439.0522594308293 - 28.09832549092837im
2589,2.44,-0.4635643877224604,0.015508903621668593,-0.024138599885884775,-0.29224127999452815,558.2286996421818,1374.0355149653979 - 40.51117353113839im,1456.2451166680532 - 21.756921147268354im,1394.4233013509229 + 0.0im,1455.8059086681085 - 28.799492033694012im
2590,2.87,-0.5344989167190705,0.007283086724140159,-0.02847034301985241,-0.29082044526743595,559.6754658692818,1375.7875121912884 - 35.61752551041285im,1466.819128991218 - 28.11194185061746im,1395.728070403792 + 0.0im,1472.591823919105 - 37.27564321113888im
2591,3.24,-0.42362415511451856,-0.011592026214735943,-0.04342297241544228,-0.35703106532215956,563.6414023952801,1371.9928437264593 - 46.108618985997275im,1464.8820755337633 - 16.47282182968753im,1391.059641347945 + 0.0im,1469.2353684325337 - 23.261108841658746im
2592,2.38,-0.5608985807652371,0.08755904471505609,-0.03464552552257196,-0.299369759367954,554.0336861415364,1373.7027648859776 - 68.54182164827327im,1446.5123084246873 - 21.12832392145265im,1377.527771369214 + 0.0im,1439.1637256474112 - 32.47110057956692im
2593,2.51,-0.371799300198466,0.02736654720626831,-0.046831383950104735,-0.36309137208376596,557.2608047783606,1367.9052842860115 - 61.94686502393094im,1455.0092632956766 - 11.843723432177937im,1374.5808395853014 + 0.0im,1450.4541113559796 - 17.859136773837403im
2595,2.35,-0.5015567625631586,0.03153099944971791,-0.08793073359362358,-0.25313953700123193,562.680876814998,1370.4685678712387 - 57.08295590443055im,1453.8796287516063 - 15.035344938820726im,1383.6587214067795 + 0.0im,1449.3834014543268 - 22.316838913991436im
2611,2.39,-0.48705399563946683,0.030192763924122783,-0.01948636386711851,-0.25480437886840956,547.047441520046,1374.6676070240624 - 42.62494982219831im,1453.6856126373414 - 21.58236551187381im,1393.864062264481 + 0.0im,1450.6520829001379 - 27.914026619930695im
2612,3.36,-0.45271874986771576,0.04067846445680061,-0.003530373832089935,-0.33258727650861475,589.4525511079057,1376.8903807346167 - 32.803394944817526im,1440.9473012941962 - 29.495710663232934im,1397.2788854125301 - 1.6974474427674677e-7im,1444.8748180243829 - 38.83221073022638im
2614,2.98,-0.510358118692303,0.00782224230984304,-0.06295662982035063,-0.3389242650554651,580.9869016806301,1374.139241768552 - 46.73948534270389im,1463.7748471898083 - 23.83245851856907im,1392.7288929685017 + 0.0im,1473.4133459748148 - 36.6694502637657im
2616,2.66,-0.4695836740653607,0.03295204853071796,-0.03474289319098194,-0.30786024429385794,583.4744578907827,1374.6773531325284 - 41.06163717187907im,1446.4850908753783 - 24.045519150752696im,1395.7139440645885 + 0.0im,1447.6354011741792 - 33.678660978356326im
2618,2.7,-0.41944986646055227,0.022625018493613706,-0.023281563471649315,-0.3821071031866582,555.5034085374967,1371.994291639629 - 57.07558325698043im,1459.422887158555 - 17.382620768432993im,1384.6855194730927 + 0.0im,1458.8648285961613 - 26.05059754245301im
2621,3.37,-0.5201909391297257,0.07452321002026142,-0.04900662548051678,-0.32555931448546926,598.3781681076458,1374.4050733979955 - 57.9031739772858im,1435.9884988135113 - 22.204449514656314im,1393.940464994341 + 0.0im,1433.2483224039026 - 38.554594639683415im
2628,2.53,-0.44099168063983396,0.02632484064413451,-0.00898113472629945,-0.36257558905510023,553.9629975015412,1374.1247984856918 - 51.426364035076176im,1458.2167769473858 - 21.0844422067025im,1390.0932771285352 + 0.0im,1458.1736796850917 - 30.011790105609172im
2633,2.43,-0.44791332154647023,0.05936825525330873,-0.038063058412488505,-0.29482298668391865,558.2488531273058,1370.8585028320088 - 59.187700044403115im,1446.536373064698 - 15.494737451754556im,1383.8955341701735 + 0.0im,1439.7087885503472 - 22.52398314884721im
2634,2.36,-0.5024535656518031,0.04281728955584213,-0.05031807823117323,-0.325767197523857,570.2936635460167,1373.345037582208 - 57.03970559890268im,1452.9460347089152 - 21.113576805716097im,1388.0023131962128 + 0.0im,1451.5307088293864 - 32.30889793535937im
2637,3.18,-0.4327447760796335,0.07141936310303845,-0.027505904527422416,-0.3170603498798096,572.8222050180527,1370.9403274829351 - 58.28106724641883im,1439.916516968343 - 15.926839547825566im,1388.2863645161851 + 0.0im,1432.8564019326195 - 24.543942336514988im
2642,2.5,-0.4944031136085959,0.03387468012706035,-0.0006135224531370262,-0.31350036232769085,561.4891407154306,1376.955181061702 - 38.52857912228718im,1454.0088269349924 - 29.33291811492416im,1395.9482667665286 + 0.0im,1455.7356765868203 - 37.846597118753486im
2651,3.76,-0.4209020307659541,0.04415120188177256,-0.0804971750859382,-0.3954568796252137,639.5749024361538,1365.6804914790837 - 54.45874556890943im,1436.5489258809512 - 15.134516628316579im,1392.2798584392067 + 0.0im,1436.7256224504126 - 31.251865939020345im
2662,5.81,-0.4706818017971545,-0.002641179026532013,-0.051550867342916654,-0.26871566282390835,592.7900551274445,1372.4892085539207 - 22.95878944168872im,1451.715741487381 - 24.70282984218036im,1397.2717931379316 + 0.0im,1456.1474308277245 - 31.867760372866282im
2670,3.09,-0.5011259801801328,0.08439421564205263,-0.07315760892233049,-0.2584386402681966,573.6222085574018,1367.9849225899502 - 65.74624270547955im,1440.4542895026802 - 13.422836259536254im,1376.3144098529967 + 0.0im,1430.5119021765638 - 20.67300907726478im
2672,2.63,-0.4824334447359861,0.06589867574256093,-0.026365122952544832,-0.3258777280989225,573.2193115025422,1374.122174558802 - 56.75330260129607im,1443.0692010013447 - 21.114188005514087im,1391.0182391317503 + 0.0im,1439.2772207818084 - 32.382979487516494im
2674,2.5,-0.5006360241309518,0.021906381106726918,-0.02373677417658539,-0.3078154654047208,568.4871437926734,1375.8656409419236 - 38.55345374999878im,1456.7462266292177 - 27.64201671588371im,1395.6614414447167 + 0.0im,1459.905195648279 - 36.841386218206125im
2675,2.92,-0.5607737099846829,0.08412353855091713,-0.05928723550039178,-0.2629035714946118,576.3047500982865,1373.5377134332884 - 61.93629856582118im,1439.5311999028208 - 20.074626487611972im,1389.2751442606911 + 0.0im,1432.6194642015 - 32.33329430965897im
2677,2.57,-0.4978762402278636,0.05868717256170136,-0.08485481464750451,-0.25271176755791186,575.5834903059045,1369.1729528516464 - 59.959805056772865im,1444.7732080598214 - 14.435371831399866im,1383.3338077460633 + 0.0im,1437.5497627124753 - 22.12003579542285im
