redχsq,d1,d2,d3,d4,lam,pB,repL,impL,repH,impH,pB_g11,pB_g22,pL_g11,pL_g22,pH_g11,pH_g22
4.02,-0.1877094866034457,0.0241614366436123,0.0213912935631401,-0.792867319340709,741.3389494934531,NaN,1397.35,-0.0,1454.16,-31.79,NaN,NaN,0.94,0.95,2.13,3.85
2.76,-0.7436881309093399,0.024110207884338,-0.3149422311256684,-0.2192210118545493,762.811433930191,NaN,1391.23,-0.0,1449.57,-18.47,NaN,NaN,2.55,1.66,1.6,3.5
2.4,-1.6062329294201878,0.0237642094993816,-0.739433233703579,0.7109752588558645,673.6854926749102,NaN,1372.1,-0.0,1451.3,-11.09,NaN,NaN,5.16,1.73,1.19,3.02
3.94,0.0875807054917903,0.0232804803625057,-0.182831155570389,-0.9319793276876412,922.8446183759156,NaN,1384.83,-0.0,1461.41,-9.32,NaN,NaN,2.71,2.72,1.04,2.71
2.84,0.0457943874676817,0.023187397075564,0.0001424733273815,-1.056248682233777,905.8192221680882,NaN,1387.98,0.0,1454.7,-8.65,NaN,NaN,2.62,0.84,1.01,3.08
3.06,0.3919184394947741,0.0235820499036263,0.3066607205413423,-1.2936052701185972,672.2162276702096,NaN,1391.68,0.0,1448.46,-19.34,NaN,NaN,2.56,1.82,1.65,3.4
2.63,-0.8432220797133589,0.0230900297490357,-0.3096112798380294,-0.13740342963853,706.8609565291683,NaN,1392.85,0.0,1459.05,-23.84,NaN,NaN,2.35,1.73,1.89,3.48
2.31,0.3830378321143602,0.0227874409191922,0.3143607552685162,-1.3359633971622715,654.1780484390208,NaN,1383.67,0.0,1459.42,-18.0,NaN,NaN,3.71,2.04,1.61,3.13
2.25,0.5877677209006099,0.0246154494468364,0.3528935999994571,-1.5132015118476398,694.2424466607425,NaN,1373.3,0.0,1453.13,-11.69,NaN,NaN,4.85,1.67,1.22,3.01
2.33,0.5160680147437227,0.0235194154908063,0.3486729572154997,-1.412796962823124,646.7795728014687,NaN,1372.19,0.0,1453.41,-12.61,NaN,NaN,5.45,2.04,1.28,2.99
7.69,0.4951419563329374,0.0222668642345569,0.1996221723778048,-1.2946969037365124,753.6430516462348,NaN,1373.78,0.0,1435.92,-1.88,NaN,NaN,3.93,0.09,0.49,3.41
2.48,-0.3163578295880634,0.0236124679180724,-0.118696281724788,-0.575511961147831,692.1526100794144,NaN,1367.59,0.0,1450.59,-8.98,NaN,NaN,5.75,1.44,1.05,2.98
3.48,0.2944495937478271,0.0230187388787638,0.2030694161352697,-1.1140290120068066,649.5864290673721,NaN,1371.73,0.0,1445.49,-8.73,NaN,NaN,5.22,1.59,1.06,3.12
4.72,-2.01881338632222,0.0232262027209562,-0.955617107888163,1.096555379554855,765.1626377754556,NaN,1394.68,0.0,1439.78,-18.62,NaN,NaN,1.98,1.6,1.65,3.75
4.84,-0.0900444493732934,0.0245250400877092,-0.2238601189783138,-0.7885166691648959,952.3650154712984,NaN,1388.08,0.0,1452.66,-5.5,NaN,NaN,2.4,2.26,0.77,3.12
8.23,-0.1133167365022863,0.0236417683326473,-0.1454839199086479,-0.8626338792553477,888.8042770071863,NaN,1368.56,0.0,1462.88,0.37,NaN,NaN,3.68,0.75,0.19,1.85
2.42,-0.720794949908909,0.0238826162559839,-0.2379781773899054,-0.21470114209791,663.7437080943488,NaN,1389.21,0.0,1454.88,-19.98,NaN,NaN,2.95,1.92,1.68,3.29
2.28,-1.0506189343316803,0.0248743707818936,-0.4291433844330108,0.1448849028587178,647.401573499991,NaN,1373.44,-0.0,1453.74,-13.38,NaN,NaN,5.24,2.08,1.33,3.01
3.04,0.25282271146318,0.0240801614020911,0.2259211425540387,-1.194228948878416,709.8163035811657,NaN,1393.64,0.0,1450.07,-22.19,NaN,NaN,2.21,1.7,1.77,3.53
4.59,-0.6972490248988283,0.0239113080664666,-0.3133507313324101,-0.2090665371305148,764.2589511554805,NaN,1391.11,0.0,1438.81,-13.94,NaN,NaN,2.56,1.62,1.42,3.66
3.11,-0.0548927177011699,0.024880394268876,0.0330833858918554,-0.8688762845549122,731.6345158847608,NaN,1389.28,0.0,1445.62,-16.09,NaN,NaN,2.84,1.72,1.5,3.47
3.94,-1.0792700447486143,0.0243543698475582,-0.7597904522572969,0.2436761669389063,884.511612216972,NaN,1373.74,-0.0,1460.84,-6.71,NaN,NaN,3.42,2.89,0.86,2.51
2.61,0.5959740642729916,0.0234205715492378,0.4827894398453306,-1.5465052212476174,630.0655473462958,NaN,1394.37,0.0,1461.43,-25.83,NaN,NaN,2.07,1.68,1.96,3.39
3.49,-0.5420661066172001,0.0227319430688361,-0.1328305240321198,-0.3407327370124646,650.96857599317,NaN,1394.48,0.0,1448.08,-21.43,NaN,NaN,2.05,1.67,1.73,3.42
3.55,-0.4769337530268207,0.0228236230472461,-0.1053802971795946,-0.5104722026382951,719.3600071485221,NaN,1397.17,-0.0,1459.96,-32.13,NaN,NaN,1.1,1.05,2.18,3.81
4.31,-1.015997193259042,0.0235291482633666,-0.6970304494153067,0.2228158386985554,845.5814205671079,NaN,1372.71,-0.0,1448.13,-4.99,NaN,NaN,3.62,2.66,0.76,3.19
2.62,0.4951002396922996,0.0229187409893271,0.2732453513125182,-1.5010608290163598,827.232877125794,NaN,1390.0,-0.0,1455.74,-15.65,NaN,NaN,2.61,1.41,1.45,3.32
3.69,-1.115355128624716,0.0232609192870692,-0.4877646339233124,0.1651151360859469,759.5102027438178,NaN,1395.07,-0.0,1445.99,-22.01,NaN,NaN,1.88,1.55,1.77,3.69
2.32,-0.0497065630840293,0.0244279397803347,-0.0003791101384622,-0.9261735639398144,793.1255073026917,NaN,1385.24,0.0,1452.3,-12.89,NaN,NaN,3.13,1.38,1.29,3.23
6.54,-0.8459533258747591,0.0239922624439822,-0.4368573306742324,0.0721750059401391,696.3698827775288,NaN,1368.72,-0.0,1437.75,-3.48,NaN,NaN,4.99,0.56,0.67,3.3
6.17,-0.6146614548450822,0.0228850645218393,-0.4230911226148696,-0.2817698209824373,863.1662222965349,NaN,1369.67,-0.0,1454.69,0.0,NaN,NaN,3.65,1.26,0.02,2.7
2.64,1.1025777518422428,0.0230222276635477,0.5868065812604006,-2.07614869168103,795.8171261236489,NaN,1390.55,-0.0,1450.05,-16.4,NaN,NaN,2.59,1.52,1.49,3.47
3.33,-1.333522700102848,0.0229330747414939,-0.6834863813630231,0.4471325750998042,766.5233206497962,NaN,1374.63,-0.0,1445.2,-5.2,NaN,NaN,3.97,0.64,0.79,3.18
5.21,0.4476224989338163,0.0245396781883441,0.1420009435418469,-1.3571315786703289,884.4421036282569,NaN,1380.45,0.0,1443.18,-0.72,NaN,NaN,2.98,0.49,0.29,3.41
5.98,-0.2036010944701243,0.0235736051603402,-0.2591845256156295,-0.654679809859491,865.4809783690047,NaN,1369.66,-0.0,1454.67,1.45,NaN,NaN,3.63,2.04,0.39,2.73
8.06,-1.8222226153124987,0.0235698031875391,-1.0031066927822956,0.9874819380448582,820.1683470974758,NaN,1374.2,-0.0,1438.85,-0.15,NaN,NaN,3.53,0.8,0.13,3.42
4.45,-0.8220271541447857,0.0254541828812607,-0.4144292479726755,-0.0316989116027369,736.1142659618835,NaN,1374.57,0.0,1441.08,-5.63,NaN,NaN,4.14,0.84,0.85,3.3
2.94,-0.4092974376341664,0.0226087067435337,-0.1699337885004585,-0.4605759436844157,696.6173136233141,NaN,1374.37,0.0,1446.94,-8.85,NaN,NaN,4.51,1.35,1.06,3.13
2.95,-1.120668719194886,0.0230720203853652,-0.4197529241382288,0.1169875087935228,696.932338516289,NaN,1395.17,-0.0,1466.21,-28.69,NaN,NaN,1.87,1.54,2.17,3.69
5.18,-0.7713225252318824,0.0245233865903948,-0.4400204431093895,-0.1510474226782615,878.8078979316307,NaN,1384.31,-0.0,1439.13,-3.0,NaN,NaN,2.82,0.21,0.61,3.6
4.63,-0.181029654449547,0.0226523250297307,-0.1652195947132201,-0.7404980876951538,896.1135219931936,NaN,1383.08,-0.0,1443.14,-1.34,NaN,NaN,2.82,0.26,0.4,3.45
2.38,-0.6396750104674099,0.0226326116798748,-0.1872329666211009,-0.3083334140326486,631.0793594046513,NaN,1377.18,0.0,1460.88,-16.33,NaN,NaN,4.77,2.28,1.53,2.99
3.05,-1.2283745483273587,0.0229383793882439,-0.6562884299413471,0.3145971355913077,788.0998656903266,NaN,1364.07,-0.0,1452.96,-2.9,NaN,NaN,4.88,0.04,0.56,2.77
3.45,-0.269538191377371,0.0238543776931894,-0.1809773273094086,-0.6104259550218674,772.1288062805246,NaN,1362.31,0.0,1448.95,-2.38,NaN,NaN,5.23,0.18,0.52,2.95
4.14,-0.6773930902362375,0.0246123317363677,-0.3157371207347692,-0.2663811967938322,807.8306751946409,NaN,1392.02,0.0,1440.44,-14.77,NaN,NaN,2.39,1.54,1.45,3.72
3.29,0.368674847702147,0.0242146589202274,0.3238172017665426,-1.3748247520763754,712.7092466144591,NaN,1396.64,0.0,1465.01,-32.25,NaN,NaN,1.39,1.27,2.27,3.85
4.33,-1.578257607331253,0.0241449877649909,-0.7946412743358724,0.6704097703480499,799.5770986428336,NaN,1385.19,-0.0,1439.66,-8.03,NaN,NaN,3.04,1.09,1.04,3.53
6.54,-1.0629208468077875,0.0227252691007746,-0.5378435887331413,0.2798949584680622,702.8590795713152,NaN,1374.63,0.0,1436.79,-4.33,NaN,NaN,4.21,0.78,0.76,3.36
3.14,-0.5124566082916915,0.0233430397807776,-0.1401678042454655,-0.4447289261040534,708.5021114307392,NaN,1395.51,0.0,1453.45,-25.87,NaN,NaN,1.78,1.52,1.93,3.59
6.97,-0.2926910059503957,0.02398248694678,-0.1254383311806202,-0.6461619358930084,832.8046812722829,NaN,1395.75,0.0,1433.22,-16.8,NaN,NaN,1.7,1.5,1.61,4.03
6.6,-0.7213979251021199,0.0246429568123427,-0.4162922395245894,-0.2711708047216442,852.4764761978724,NaN,1364.37,-0.0,1462.72,1.61,NaN,NaN,4.33,0.28,0.4,1.92
3.35,0.0844058730350312,0.0239846002621909,0.1999666468209595,-1.019643728497712,665.5115937639512,NaN,1396.49,0.0,1454.24,-27.55,NaN,NaN,1.46,1.35,1.97,3.53
4.5,-0.6983420675374419,0.022270612835756,-0.2932411661406257,-0.2661623050192738,801.368619277961,NaN,1396.7,0.0,1443.73,-23.95,NaN,NaN,1.36,1.27,1.84,3.88
3.72,-1.4191011127914863,0.0229047770203988,-0.7847143979968143,0.4843993106764473,895.7406311673356,NaN,1381.16,-0.0,1447.98,-1.36,NaN,NaN,2.94,0.29,0.39,3.2
3.12,-0.7783091622595382,0.0226927250828385,-0.283305850329946,-0.205453212427315,734.2482464225837,NaN,1395.84,-0.0,1456.94,-27.37,NaN,NaN,1.68,1.44,2.01,3.69
6.91,0.6297612845117796,0.0244111821108491,0.2290926870557649,-1.606492086533113,903.1181903053334,NaN,1373.11,-0.0,1461.1,0.56,NaN,NaN,3.36,0.63,0.24,2.13
4.91,-0.8379847079023088,0.0248998208326594,-0.459717607138189,-0.0290556109691617,786.3524775452925,NaN,1374.26,-0.0,1441.13,-2.94,NaN,NaN,3.81,0.21,0.6,3.32
6.41,-0.1875942215275393,0.0252398734402825,-0.177568488249326,-0.6803323463358659,836.6184555527844,NaN,1374.85,-0.0,1441.38,-0.43,NaN,NaN,3.45,0.63,0.23,3.37
4.73,-0.1696851611561929,0.0240758891836539,-0.0982106580150335,-0.6904458418366424,756.9056632283022,NaN,1377.26,-0.0,1440.18,-5.2,NaN,NaN,3.76,0.75,0.82,3.36
5.32,-0.2796366638935015,0.0233354757025846,-0.3173330766766442,-0.5989488517225855,917.8354508363686,NaN,1379.42,-0.0,1457.99,3.19,NaN,NaN,2.94,2.18,0.57,2.57
3.87,1.6855892230940293,0.0235735405200409,0.9625353471951332,-2.6328687292941515,713.6249037255697,NaN,1396.88,0.0,1450.34,-27.8,NaN,NaN,1.28,1.23,1.98,3.68
2.66,0.82746336099399,0.0224592987260834,0.521746193953806,-1.7184739708112713,654.6746997613568,NaN,1387.08,0.0,1450.29,-16.55,NaN,NaN,3.22,1.89,1.51,3.24
7.17,-1.4300942362567528,0.0241366361820257,-0.8204636582280562,0.4880525231906235,881.6268489060755,NaN,1368.35,0.0,1460.23,0.06,NaN,NaN,3.68,1.08,0.08,2.21
4.16,0.2198336956953802,0.0229511354797009,0.1539428648061241,-1.1148195337622586,740.746930301306,NaN,1389.91,0.0,1440.68,-13.78,NaN,NaN,2.73,1.64,1.4,3.56
2.45,-0.3484530656108436,0.0234188971771764,-0.0660357452661043,-0.6134197737768735,692.945747845611,NaN,1390.29,-0.0,1456.63,-21.0,NaN,NaN,2.76,1.84,1.74,3.36
3.49,0.0279644934111589,0.0230038838283248,0.1714748329972231,-1.0088231369496938,692.5354593061298,NaN,1397.27,0.0,1461.77,-32.73,NaN,NaN,1.02,0.99,2.21,3.75
3.83,-0.4803933545388604,0.0236698985195202,-0.0981281018180376,-0.4618614625934978,691.463987947204,NaN,1397.12,-0.0,1452.32,-29.0,NaN,NaN,1.13,1.11,2.02,3.63
2.34,-1.707681145716302,0.0237764553879438,-0.7893925311695714,0.7820816849760218,703.4609719985234,NaN,1381.6,-0.0,1451.29,-13.7,NaN,NaN,3.76,1.7,1.35,3.17
4.04,-0.5072470103285468,0.0242891975805743,-0.1800414946366053,-0.478540821413841,789.6455812874802,NaN,1396.83,-0.0,1449.25,-27.6,NaN,NaN,1.3,1.23,1.98,3.89
5.62,0.2014937398792791,0.0237661846077733,-0.0657069551547728,-1.068141798830272,882.0667147780316,NaN,1372.13,0.0,1456.61,2.03,NaN,NaN,3.42,2.13,0.46,2.61
6.33,0.1135670873052041,0.0237412164079159,-0.0155570496254343,-1.0954998360202102,1015.7739589844092,NaN,1392.42,0.0,1436.83,-2.56,NaN,NaN,2.0,0.01,0.57,4.19
3.77,-0.8081898283481725,0.0237204268071886,-0.4231753756432103,-0.1213724854224371,834.0045559322607,NaN,1385.5,-0.0,1441.5,-7.21,NaN,NaN,2.92,0.9,0.96,3.51
2.59,-0.5784334966146314,0.0240205259599301,-0.17098260602269,-0.3896374223194553,693.4189989200032,NaN,1392.49,-0.0,1457.29,-23.42,NaN,NaN,2.42,1.78,1.85,3.45
2.72,-0.5438351471151006,0.0242935117325071,-0.1655116413237206,-0.3772370522106906,679.6345379883327,NaN,1390.38,-0.0,1450.56,-19.34,NaN,NaN,2.76,1.85,1.65,3.37
3.32,-0.6973094135959998,0.024147417067723,-0.2828427715934921,-0.170790345011319,682.3594953778444,NaN,1383.5,-0.0,1444.72,-12.45,NaN,NaN,3.56,1.71,1.3,3.3
4.85,-0.7658519460248374,0.0231254598685888,-0.468352051402219,-0.1386976465141157,875.9613504506274,NaN,1378.9,0.0,1445.44,-0.58,NaN,NaN,3.09,0.56,0.26,3.28
2.61,0.0901275727011522,0.0240030845038609,0.1160438279628697,-1.0566365920275644,744.1328884654085,NaN,1391.0,0.0,1452.19,-19.54,NaN,NaN,2.61,1.71,1.65,3.46
3.03,0.4196822879571577,0.0235337914091491,0.2168416380204328,-1.4294281123939514,884.383505554578,NaN,1393.4,-0.0,1450.32,-16.4,NaN,NaN,2.11,1.31,1.47,3.65
3.23,-0.4572186476199995,0.0232899742455727,-0.0789892261949992,-0.474113919411319,667.2534764539695,NaN,1396.0,0.0,1453.56,-26.21,NaN,NaN,1.64,1.45,1.92,3.5
2.99,-1.0239175241338163,0.0234493729219495,-0.4011979992227995,0.021937720832322,731.4698325013138,NaN,1395.19,-0.0,1461.56,-27.65,NaN,NaN,1.86,1.52,2.07,3.7
4.02,-1.2073894449210956,0.0237567702606082,-0.4586472806941492,0.1974168505119429,727.9438357265507,NaN,1397.58,-0.0,1465.87,-37.65,NaN,NaN,0.49,0.51,2.43,4.08
3.51,-1.6261830363816625,0.0237470922877076,-0.7264876710514092,0.6631025979045041,748.8733661565876,NaN,1395.73,0.0,1449.5,-24.92,NaN,NaN,1.71,1.48,1.88,3.7
3.61,-1.2493912822950015,0.0228891502479032,-0.6881923725812328,0.3538677830898982,806.1367762373735,NaN,1366.7,0.0,1450.63,-1.54,NaN,NaN,4.32,0.37,0.41,2.9
8.22,-0.7635570800100524,0.0232450962905946,-0.4526268106547232,-0.2343839912153124,888.1514352566693,NaN,1370.01,-0.0,1463.6,0.92,NaN,NaN,3.66,0.4,0.3,1.75
2.25,0.195909443152903,0.02337992665968,0.1964326179116439,-1.120122016571218,658.5735037154634,NaN,1378.51,0.0,1455.21,-14.79,NaN,NaN,4.36,1.98,1.41,3.05
3.84,0.195174389068011,0.0239042219230981,0.0676731553447307,-1.0871489415827418,794.545215965985,NaN,1377.08,-0.0,1443.17,-4.34,NaN,NaN,3.61,0.48,0.73,3.29
2.76,0.3132570731431068,0.0240380262375813,0.1851764631202972,-1.2582821536834072,777.8280791282654,NaN,1387.31,0.0,1446.71,-13.27,NaN,NaN,2.96,1.47,1.33,3.41
6.25,0.1946288696824284,0.0232239251478354,-0.0187947609568161,-1.0800973958456763,840.1964073853653,NaN,1363.18,-0.0,1455.36,0.0,NaN,NaN,4.27,1.44,0.02,2.62
3.02,0.1481969915584824,0.0229488898307512,0.1747674543197119,-1.0253011896362718,660.1777427558557,NaN,1388.01,0.0,1447.48,-16.05,NaN,NaN,3.08,1.86,1.49,3.31
2.82,-0.0786722947021445,0.0235942622281639,-0.0500546943632015,-0.932389393889966,906.8896574441244,NaN,1391.57,-0.0,1451.11,-12.45,NaN,NaN,2.31,1.11,1.25,3.47
3.64,-1.2410784818583265,0.0236123260509406,-0.4635803711311692,0.2924368899878243,680.0623748677367,NaN,1397.19,-0.0,1455.35,-30.1,NaN,NaN,1.08,1.06,2.06,3.62
3.24,-0.0688516065045228,0.0234826960219247,0.0794497387750322,-0.8547988804535337,690.1021426631612,NaN,1394.36,0.0,1449.34,-22.56,NaN,NaN,2.07,1.67,1.79,3.51
2.99,1.0324980605026215,0.022770456287201,0.5059626407119742,-2.000758050869028,862.750985772265,NaN,1389.45,0.0,1445.2,-10.48,NaN,NaN,2.57,1.11,1.16,3.53
5.68,-0.2028590019626285,0.0239617132584288,-0.1895497962228672,-0.7471021206206606,877.0291951070905,NaN,1370.41,0.0,1458.71,0.48,NaN,NaN,3.61,0.73,0.22,2.38
4.48,0.4354763708569459,0.025122142726771,0.3264724945091622,-1.3654460294377042,718.8357618131323,NaN,1396.83,-0.0,1445.14,-25.99,NaN,NaN,1.31,1.28,1.92,3.7
4.65,-0.2547316536766742,0.0234499747866726,-0.070309381597355,-0.5935024463985714,695.7401007116555,NaN,1387.65,0.0,1439.62,-12.25,NaN,NaN,3.05,1.68,1.32,3.47
2.35,-0.2002530100106921,0.0229120842531716,0.0182815878635529,-0.7038122827264504,639.823088215023,NaN,1383.25,-0.0,1453.83,-16.2,NaN,NaN,3.76,2.0,1.49,3.12
2.47,0.3700894750093787,0.0257468122604615,0.3288969152861921,-1.3219217567860204,655.432072859764,NaN,1391.09,-0.0,1457.49,-22.77,NaN,NaN,2.68,1.91,1.83,3.36
3.78,0.7236756884273207,0.0225366373082439,0.4728430722923978,-1.752548483946521,766.2497617012202,NaN,1397.25,-0.0,1468.27,-34.54,NaN,NaN,1.03,0.97,2.43,4.17
2.83,0.4580282431302027,0.0225495316728305,0.2270476072370076,-1.3403588220483738,730.0994235407572,NaN,1366.23,-0.0,1448.85,-5.71,NaN,NaN,5.32,0.74,0.82,2.99
6.38,-0.9228033248396432,0.0241499527876286,-0.5007046376732557,-0.0766019542805641,828.9038864964632,NaN,1360.31,-0.0,1463.33,-2.28,NaN,NaN,5.09,0.1,0.49,1.89
3.98,0.1073177470193246,0.0228915648230296,0.0765427314269286,-0.9549952339081248,708.0169646938497,NaN,1378.09,-0.0,1442.26,-7.93,NaN,NaN,3.96,1.24,1.02,3.28
2.99,-0.3740386754503131,0.0240843640002227,-0.0183617471475293,-0.5797966578811605,657.4175373457731,NaN,1396.05,0.0,1458.84,-28.17,NaN,NaN,1.62,1.44,2.03,3.52
3.35,0.7553201017255003,0.0233732732434234,0.4370174886429643,-1.5823111806799783,650.3484057051378,NaN,1372.44,0.0,1445.89,-9.17,NaN,NaN,5.11,1.63,1.09,3.12
3.71,-0.3626001212659381,0.0241696181727539,-0.2475412308778449,-0.542781205759237,833.0126789886328,NaN,1372.76,-0.0,1448.3,-1.51,NaN,NaN,3.67,0.3,0.41,3.06
3.0,-0.0828144096446622,0.0252464505164088,-0.0764299480327019,-0.8532377215680487,840.2920174884423,NaN,1380.07,0.0,1446.04,-4.76,NaN,NaN,3.26,0.45,0.75,3.26
4.81,-0.1308062463669732,0.0234077964973157,0.1310707337610426,-0.8755907318915843,697.2009455573066,1397.06,NaN,NaN,1471.83,-43.8,0.99,1.13,NaN,NaN,2.62,4.22
2.71,0.6861702081681066,0.0241418066310612,0.4327856790022618,-1.5507187476103972,643.9693584019695,NaN,1377.87,-0.0,1449.12,-12.53,NaN,NaN,4.42,1.89,1.29,3.12
2.83,-0.5728205959099237,0.024530632176757,-0.2108502536652442,-0.4326021749491149,769.5514151775029,NaN,1393.48,-0.0,1457.83,-23.6,NaN,NaN,2.2,1.61,1.87,3.61
7.16,0.087858877302044,0.0241723792810603,0.1067193031280763,-1.05207154591248,816.5418122439426,1397.59,NaN,NaN,1438.13,-28.5,0.37,0.45,NaN,NaN,2.0,4.08
2.75,-2.5498134737725007,0.0227516481116051,-1.2384842622976708,1.6386923637890765,734.8839660889653,NaN,1383.26,-0.0,1446.85,-11.61,NaN,NaN,3.44,1.47,1.23,3.28
6.48,-0.0132794345523482,0.0229517005863587,0.0729918652175677,-0.862219302180608,722.5289178371837,NaN,1396.25,-0.0,1436.13,-19.65,NaN,NaN,1.56,1.48,1.72,3.74
2.55,-0.9333395016405112,0.0246860665394963,-0.4512443622692271,0.0366767536037284,717.5705187553461,NaN,1364.21,-0.0,1450.16,-7.1,NaN,NaN,6.05,1.04,0.92,2.96
3.84,0.0132940066975424,0.024748314367039,-0.0301295439861856,-0.9652072324590456,885.8658817419605,NaN,1386.86,0.0,1441.49,-5.85,NaN,NaN,2.7,0.64,0.86,3.6
2.79,-0.5036392115782047,0.0240109786423742,-0.1735802563691874,-0.4409442101365387,725.5379504378526,NaN,1391.21,-0.0,1449.69,-19.25,NaN,NaN,2.6,1.75,1.64,3.47
4.73,-0.6284338631086597,0.0247709105441449,-0.2689215690853134,-0.2826325383700485,760.3494062468403,NaN,1392.57,-0.0,1438.68,-15.82,NaN,NaN,2.36,1.68,1.53,3.71
6.9,0.1219586712748063,0.0240166177357226,-0.0721293041026601,-0.9827737824182912,848.6030523745269,NaN,1367.78,0.0,1451.68,0.35,NaN,NaN,3.83,1.67,0.19,2.89
2.59,-1.8838498253542877,0.0228787356469266,-0.9648501409986991,0.8894463562223712,889.4026324539989,NaN,1387.1,0.0,1452.36,-8.32,NaN,NaN,2.71,0.83,0.99,3.16
3.52,-1.161761390124591,0.0235756163077326,-0.4438790896239402,0.2385336375725849,677.6658048228796,NaN,1396.08,0.0,1450.55,-25.47,NaN,NaN,1.61,1.45,1.89,3.53
3.7,-0.5443125688849988,0.0239580474053916,-0.2362313312433608,-0.3980210080951423,786.7644473925887,NaN,1392.08,0.0,1442.67,-16.13,NaN,NaN,2.41,1.59,1.51,3.65
3.09,-0.8077307035839123,0.0244632345785461,-0.3657740313090096,-0.0441007573183092,676.9215044725607,NaN,1367.61,0.0,1446.78,-8.08,NaN,NaN,5.82,1.41,1.01,3.08
6.62,-0.9228012580987964,0.0245317762677439,-0.4081381741746929,0.107382812578435,693.5045662667404,NaN,1389.4,0.0,1434.38,-11.32,NaN,NaN,2.84,1.71,1.31,3.6
2.67,-0.3316674590134801,0.0236321441566815,-0.1348877221157983,-0.6236398093962705,783.9426678059106,NaN,1388.44,0.0,1447.88,-14.29,NaN,NaN,2.84,1.5,1.38,3.42
3.23,-0.6210652859813104,0.0233766430965639,-0.3106909229203438,-0.2851842951375361,774.9296554863738,NaN,1381.05,0.0,1444.12,-7.8,NaN,NaN,3.45,1.03,1.0,3.31
2.85,0.0446498988112517,0.0247065026593096,-0.0077039656203361,-0.9750814443377296,822.3606129155783,NaN,1378.3,0.0,1447.07,-4.98,NaN,NaN,3.45,0.5,0.77,3.19
2.43,0.2144065071292881,0.0229316643505005,0.1297121375999681,-1.1496522586196514,762.2382574850833,NaN,1382.16,-0.0,1449.12,-10.79,NaN,NaN,3.46,1.31,1.17,3.2
2.56,-1.1346122438549655,0.023775835601077,-0.4695225999005823,0.2659118174149173,634.5825270895887,NaN,1376.1,0.0,1450.78,-12.73,NaN,NaN,4.76,1.98,1.29,3.06
2.48,-0.9970206787750744,0.0231945900417117,-0.5021653252082885,0.0595983024636527,794.5256836360784,NaN,1380.37,-0.0,1448.62,-7.99,NaN,NaN,3.46,0.95,0.99,3.17
3.57,-0.5395934081957323,0.0250875734782791,-0.2893746525551528,-0.3182132012429157,732.5115700595353,NaN,1360.67,0.0,1446.13,-3.88,NaN,NaN,6.29,0.3,0.68,3.06
3.89,0.087458556508068,0.0229341881874309,0.1318642423327104,-1.0681226833023505,768.4247793981781,NaN,1396.98,0.0,1451.5,-28.62,NaN,NaN,1.22,1.16,2.02,3.84
3.13,-1.4635987909725934,0.0236468973614271,-0.6269311674598345,0.445273688655161,748.0040265413411,NaN,1395.39,-0.0,1464.48,-28.46,NaN,NaN,1.8,1.48,2.15,3.8
2.52,-1.5547797970096946,0.0243833984537566,-0.6882671691876466,0.6363165639672256,684.336300591062,NaN,1386.18,0.0,1450.54,-16.46,NaN,NaN,3.3,1.85,1.5,3.28
2.39,0.6574927711285009,0.0241575197721808,0.3568955037876036,-1.589415801405162,748.3335260415469,NaN,1380.1,0.0,1449.5,-10.76,NaN,NaN,3.71,1.35,1.17,3.17
6.88,0.1409252689716262,0.0235940671876177,0.1240022339210082,-1.1379235052515009,856.9129962529616,1397.48,NaN,NaN,1442.05,-32.07,0.7,0.86,NaN,NaN,2.09,4.28
5.15,0.1871926001474928,0.0228844180341666,0.034885981670755,-1.0756334193365873,837.120299975759,NaN,1379.5,0.0,1440.77,-2.1,NaN,NaN,3.21,0.01,0.51,3.42
2.89,-0.6925422422893441,0.0236184083736956,-0.3824913981908402,-0.3021561932832674,932.9785680829602,NaN,1389.83,-0.0,1447.7,-7.65,NaN,NaN,2.41,0.72,0.96,3.48
2.3,-0.2968391000168378,0.0235372400803417,-0.1252993330249872,-0.6324804395220525,739.9433646130875,NaN,1374.72,-0.0,1451.58,-9.26,NaN,NaN,4.28,1.22,1.06,3.01
5.03,-0.2514118889495287,0.024003334793548,-0.1523992663814586,-0.5804900917731819,739.5744089404925,NaN,1369.71,-0.0,1441.09,-3.39,NaN,NaN,4.54,0.36,0.65,3.25
2.36,0.7135964460150185,0.0231555892178805,0.4805902708216107,-1.6195368388694225,637.7534651860374,NaN,1384.29,-0.0,1454.05,-16.8,NaN,NaN,3.63,2.01,1.52,3.14
3.95,-0.0886386586521094,0.0239164389504246,0.0012025914821193,-0.7979833779792554,726.9059913259548,NaN,1387.62,0.0,1441.42,-12.77,NaN,NaN,3.01,1.63,1.34,3.48
2.28,-0.7296305829737635,0.0220873366445822,-0.2556345383017487,-0.1888756274403655,640.1969571407215,NaN,1375.64,-0.0,1456.67,-14.4,NaN,NaN,4.9,2.12,1.39,2.97
